command.h_d,command.v_d,command.psi_d,sensor.dz,sensor.z,sensor.psi,sensor.h,sensor.modes,sensor.num_intruders,sensor.valid_1,sensor.id_1,sensor.modes_1,sensor.sr_1,sensor.chi_1,sensor.z_1,sensor.cvc_1,sensor.vrc_1,sensor.vsb_1,ra.ra_active,ra.alarm,ra.target_rate,ra.dh_min,ra.dh_max,ra.crossing,ra.cc,ra.vc,ra.ua,ra.da,ra.label270,ra.label270_short,ra_detailed.ra_active,ra_detailed.ownInput.dz,ra_detailed.ownInput.z,ra_detailed.ownInput.psi,ra_detailed.ownInput.h,ra_detailed.ownInput.modes,ra_detailed.intruderInput[1].valid,ra_detailed.intruderInput[1].id,ra_detailed.intruderInput[1].modes,ra_detailed.intruderInput[1].sr,ra_detailed.intruderInput[1].chi,ra_detailed.intruderInput[1].z,ra_detailed.intruderInput[1].cvc,ra_detailed.intruderInput[1].vrc,ra_detailed.intruderInput[1].vsb,ra_detailed.intruderInput[1].equipage,ra_detailed.intruderInput[1].quant,ra_detailed.intruderInput[1].sensitivity_index,ra_detailed.intruderInput[1].protection_mode,ra_detailed.ownOutput.cc,ra_detailed.ownOutput.vc,ra_detailed.ownOutput.ua,ra_detailed.ownOutput.da,ra_detailed.ownOutput.target_rate,ra_detailed.ownOutput.turn_off_aurals,ra_detailed.ownOutput.crossing,ra_detailed.ownOutput.alarm,ra_detailed.ownOutput.alert,ra_detailed.ownOutput.dh_min,ra_detailed.ownOutput.dh_max,ra_detailed.ownOutput.sensitivity_index,ra_detailed.ownOutput.ddh,ra_detailed.intruderOutput[1].id,ra_detailed.intruderOutput[1].cvc,ra_detailed.intruderOutput[1].vrc,ra_detailed.intruderOutput[1].vsb,ra_detailed.intruderOutput[1].tds,ra_detailed.intruderOutput[1].code,response.state,response.timer,response.t,response.v_d,response.h_d,response.psi_d,response.logProb,adm.t,adm.v,adm.N,adm.E,adm.h,adm.psi,adm.theta,adm.phi,adm.a,wm.t,wm.x,wm.y,wm.z,wm.vx,wm.vy,wm.vz
ft/s,ft/s^2,deg/s,ft/s,ft,rad,ft,n/a,integer,boolean,integer,n/a,ft,rad,ft,n/a,n/a,n/a,boolean,boolean,ft/s,ft/s,ft/s,boolean,n/a,n/a,n/a,n/a,text,text,boolean,ft/s,ft,rad,ft/s,integer,boolean,integer,integer,ft,rad,ft,n/a,n/a,n/a,enum,ft,integer,integer,n/a,n/a,n/a,n/a,ft/s,boolean,boolean,boolean,boolean,ft/s,ft/s,integer,ft/s^2,integer,n/a,n/a,n/a,n/a,n/a,enum,s,s,ft/s^2,ft,deg/s,float,s,ft/s,ft,ft,ft,rad,rad,rad,ft/s^2,s,ft,ft,ft,ft/s,ft/s,ft/s
0,0,-2.2225,0,3932.499419634,-0.023980126,3932.499419634,2,1,true,1,1,10235.211119794,-0.921761445,4638.626502968,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,3932.499419634,-0.023980126,3932.499419634,2,true,1,1,10235.211119794,-0.921761445,4650,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,200.053673566,1,none,0,0,0,0,-2.2225,0,0,321.6457338,-5793.569060694,1001.738331519,3932.499419634,-0.023980126,0,0,0,0,1001.738331519,-5793.569060694,3932.499419634,-7.712365946,321.553257616,0
0,0,-2.2225,0,3932.499419634,-0.043925268,3932.499419634,2,1,true,1,1,10159.65775445,-0.913406757,4652.233419634,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,3932.499419634,-0.043925268,3932.499419634,2,true,1,1,10159.65775445,-0.913406757,4650,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,200.020878583,1,none,0,1,0,0,-2.2225,0,1,321.6457338,-5472.071658609,992.141922644,3932.499419634,-0.043925268,0,-0.332917747,0,1,992.141922644,-5472.071658609,3932.499419634,-14.123832304,321.335487354,0
0,0,-2.2225,0,3932.499419634,-0.081014453,3932.499419634,2,1,true,1,1,10077.733619591,-0.887495022,4665.840336301,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,3932.499419634,-0.081014453,3932.499419634,2,true,1,1,10077.733619591,-0.887495022,4675,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,200.003971436,1,none,0,2,0,0,-2.2225,0,2,321.6457338,-5151.028467959,972.763265116,3932.499419634,-0.081014453,0,-0.366932904,0,2,972.763265116,-5151.028467959,3932.499419634,-26.029458003,320.590775581,0
0,0,-2.2225,0,3932.499419634,-0.119677984,3932.499419634,2,1,true,1,1,9987.54907933,-0.859429516,4679.447252968,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,3932.499419634,-0.119677984,3932.499419634,2,true,1,1,9987.54907933,-0.859429516,4675,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,200.005448713,1,none,0,3,0,0,-2.2225,0,3,321.6457338,-4830.958025445,941.170012248,3932.499419634,-0.119677984,0,-0.369461145,0,3,941.170012248,-4830.958025445,3932.499419634,-38.402088412,319.345044861,0
0,0,-2.2225,0,3932.499419634,-0.158458686,3932.499419634,2,1,true,1,1,9889.03398954,-0.830629266,4693.054169634,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,3932.499419634,-0.158458686,3932.499419634,2,true,1,1,9889.03398954,-0.830629266,4700,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,200.00534058,1,none,0,4,0,0,-2.2225,0,4,321.6457338,-4512.351427544,897.204363216,3932.499419634,-0.158458686,0,-0.36964596,0,4,897.204363216,-4512.351427544,3932.499419634,-50.754535733,317.616049932,0
0,0,-2.840029208,0,3932.499419634,-0.197247953,3932.499419634,2,1,true,1,1,9782.28481955,-0.801172422,4706.661086301,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,3932.499419634,-0.197247953,3932.499419634,2,true,1,1,9782.28481955,-0.801172422,4700,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,200.007986017,1,none,0,5,0,0,-2.840029208,0,5,321.6457338,-4195.689293686,840.91733366,3932.499419634,-0.197247953,0,-0.369659453,0,5,840.91733366,-4195.689293686,3932.499419634,-63.033362522,315.408898544,0
0,0,-2.840029208,0,3932.499419634,-0.242581564,3932.499419634,2,1,true,1,1,9666.758119482,-0.764419327,4715.983693461,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,3932.499419634,-0.242581564,3932.499419634,2,true,1,1,9666.758119482,-0.764419327,4725,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,200.007347692,1,none,0,6,0,0,-2.840029208,0,6,321.6457338,-3881.598957304,771.738165994,3932.499419634,-0.242581564,0,-0.454344449,0,6,771.738165994,-3881.598957304,3932.499419634,-77.262329661,312.228298665,0
0,0,-2.840029208,0,3932.499419634,-0.291894719,3932.499419634,2,1,true,1,1,9540.722758434,-0.722716826,4717.070951864,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,3932.499419634,-0.291894719,3932.499419634,2,true,1,1,9540.722758434,-0.722716826,4725,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,200.010814258,1,none,0,7,0,0,-2.840029208,0,7,321.6457338,-3571.188573255,687.591738545,3932.499419634,-0.291894719,0,-0.459438565,0,7,687.591738545,-3571.188573255,3932.499419634,-92.559128736,308.040233994,0
0,0,-2.840029208,0,3932.499419634,-0.341448051,3932.499419634,2,1,true,1,1,9404.579801141,-0.679716601,4717.070951864,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,3932.499419634,-0.341448051,3932.499419634,2,true,1,1,9404.579801141,-0.679716601,4725,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,200.032863619,1,none,0,8,0,0,-2.840029208,0,8,321.6457338,-3265.319408401,588.198199025,3932.499419634,-0.341448051,0,-0.459729127,0,8,588.198199025,-3265.319408401,3932.499419634,-107.703684844,303.077373525,0
