command.h_d,command.v_d,command.psi_d,sensor.dz,sensor.z,sensor.psi,sensor.h,sensor.modes,sensor.num_intruders,sensor.valid_1,sensor.id_1,sensor.modes_1,sensor.sr_1,sensor.chi_1,sensor.z_1,sensor.cvc_1,sensor.vrc_1,sensor.vsb_1,ra.ra_active,ra.alarm,ra.target_rate,ra.dh_min,ra.dh_max,ra.crossing,ra.cc,ra.vc,ra.ua,ra.da,ra.label270,ra.label270_short,ra_detailed.ra_active,ra_detailed.ownInput.dz,ra_detailed.ownInput.z,ra_detailed.ownInput.psi,ra_detailed.ownInput.h,ra_detailed.ownInput.modes,ra_detailed.intruderInput[1].valid,ra_detailed.intruderInput[1].id,ra_detailed.intruderInput[1].modes,ra_detailed.intruderInput[1].sr,ra_detailed.intruderInput[1].chi,ra_detailed.intruderInput[1].z,ra_detailed.intruderInput[1].cvc,ra_detailed.intruderInput[1].vrc,ra_detailed.intruderInput[1].vsb,ra_detailed.intruderInput[1].equipage,ra_detailed.intruderInput[1].quant,ra_detailed.intruderInput[1].sensitivity_index,ra_detailed.intruderInput[1].protection_mode,ra_detailed.ownOutput.cc,ra_detailed.ownOutput.vc,ra_detailed.ownOutput.ua,ra_detailed.ownOutput.da,ra_detailed.ownOutput.target_rate,ra_detailed.ownOutput.turn_off_aurals,ra_detailed.ownOutput.crossing,ra_detailed.ownOutput.alarm,ra_detailed.ownOutput.alert,ra_detailed.ownOutput.dh_min,ra_detailed.ownOutput.dh_max,ra_detailed.ownOutput.sensitivity_index,ra_detailed.ownOutput.ddh,ra_detailed.intruderOutput[1].id,ra_detailed.intruderOutput[1].cvc,ra_detailed.intruderOutput[1].vrc,ra_detailed.intruderOutput[1].vsb,ra_detailed.intruderOutput[1].tds,ra_detailed.intruderOutput[1].code,response.state,response.timer,response.t,response.v_d,response.h_d,response.psi_d,response.logProb,adm.t,adm.v,adm.N,adm.E,adm.h,adm.psi,adm.theta,adm.phi,adm.a,wm.t,wm.x,wm.y,wm.z,wm.vx,wm.vy,wm.vz
ft/s,ft/s^2,deg/s,ft/s,ft,rad,ft,n/a,integer,boolean,integer,n/a,ft,rad,ft,n/a,n/a,n/a,boolean,boolean,ft/s,ft/s,ft/s,boolean,n/a,n/a,n/a,n/a,text,text,boolean,ft/s,ft,rad,ft/s,integer,boolean,integer,integer,ft,rad,ft,n/a,n/a,n/a,enum,ft,integer,integer,n/a,n/a,n/a,n/a,ft/s,boolean,boolean,boolean,boolean,ft/s,ft/s,integer,ft/s^2,integer,n/a,n/a,n/a,n/a,n/a,enum,s,s,ft/s^2,ft,deg/s,float,s,ft/s,ft,ft,ft,rad,rad,rad,ft/s^2,s,ft,ft,ft,ft/s,ft/s,ft/s
0,0,0,0,45315.977338246,-.074058369,45315.977338246,2,1,true,1,1,27757.261932315,3.097520529,46045.666504913,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,45315.977338246,-.074058369,45315.977338246,2,true,1,1,27757.261932315,3.097520529,46050,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,200.005039992,1,none,0,0,0,0,0,0,0,790.8558216,19173.633121896,-42672.858211627,45315.977338246,-.074058369,0,0,0,0,-42672.858211627,19173.633121896,45315.977338246,-58.515968416,788.688032113,0
0,0,0,0,45315.977338246,-.074058369,45315.977338246,2,1,true,1,1,27611.352024519,3.085208281,46045.666504913,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,45315.977338246,-.074058369,45315.977338246,2,true,1,1,27611.352024519,3.085208281,46050,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,199.998999596,1,none,0,1,0,0,0,0,1,790.8558216,19962.321154009,-42731.374180043,45315.977338246,-.074058369,0,0,0,1,-42731.374180043,19962.321154009,45315.977338246,-58.515968416,788.688032113,0
0,0,0,0,45315.977338246,-.074058369,45315.977338246,2,1,true,1,1,27469.197155395,3.072807332,46045.666504913,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,45315.977338246,-.074058369,45315.977338246,2,true,1,1,27469.197155395,3.072807332,46050,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,199.998999596,1,none,0,2,0,0,0,0,2,790.8558216,20751.009186123,-42789.890148459,45315.977338246,-.074058369,0,0,0,2,-42789.890148459,20751.009186123,45315.977338246,-58.515968416,788.688032113,0
0,0,.779633993,0,45315.977338246,-.074058369,45315.977338246,2,1,true,1,1,27328.269404138,3.060534067,46045.666504913,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,45315.977338246,-.074058369,45315.977338246,2,true,1,1,27328.269404138,3.060534067,46050,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,199.998999596,1,none,0,3,0,0,.779633993,0,3,790.8558216,21539.697218236,-42848.406116875,45315.977338246,-.074058369,0,0,0,3,-42848.406116875,21539.697218236,45315.977338246,-58.515968416,788.688032113,0
0,0,2.490596099,0,45315.977338246,-.069992169,45315.977338246,2,1,true,1,1,27186.315670206,3.044529842,46045.666504913,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,45315.977338246,-.069992169,45315.977338246,2,true,1,1,27186.315670206,3.044529842,46050,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,199.998999596,1,none,0,4,0,0,2.490596099,0,4,790.8558216,22328.452188567,-42906.005914498,45315.977338246,-.069992169,0,.190819586,0,4,-42906.005914498,22328.452188567,45315.977338246,-55.308529583,788.919449066,0
0,0,2.490596099,0,45315.977338246,-.051554355,45315.977338246,2,1,true,1,1,27041.893753157,3.014769672,46045.666504913,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,45315.977338246,-.051554355,45315.977338246,2,true,1,1,27041.893753157,3.014769672,46050,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,199.998999596,1,none,0,5,0,0,2.490596099,0,5,790.8558216,23117.696890534,-42956.303186303,45315.977338246,-.051554355,0,.643499644,0,5,-42956.303186303,23117.696890534,45315.977338246,-40.754003044,789.805065693,0
0,0,2.490596099,0,45315.977338246,-.015278186,45315.977338246,2,1,true,1,1,26894.583406927,2.968135872,46045.666504913,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,45315.977338246,-.015278186,45315.977338246,2,true,1,1,26894.583406927,2.968135872,46050,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,199.998999596,1,none,0,6,0,0,2.490596099,0,6,790.8558216,23907.994525886,-42984.864853421,45315.977338246,-.015278186,0,.787358313,0,6,-42984.864853421,23907.994525886,45315.977338246,-12.08237229,790.763521439,0
0,0,2.490596099,0,45315.977338246,.02688822,45315.977338246,2,1,true,1,1,26742.810287482,2.916794411,46045.666504913,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,45315.977338246,.02688822,45315.977338246,2,true,1,1,26742.810287482,2.916794411,46050,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,199.998999596,1,none,0,7,0,0,2.490596099,0,7,790.8558216,24698.787612158,-42982.090013733,45315.977338246,.02688822,0,.813412239,0,7,-42982.090013733,24698.787612158,45315.977338246,21.262143049,790.569953787,0
0,0,2.490596099,0,45315.977338246,.070157789,45315.977338246,2,1,true,1,1,26584.671295804,2.865559385,46045.666504913,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,45315.977338246,.070157789,45315.977338246,2,true,1,1,26584.671295804,2.865559385,46050,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,199.998999596,1,none,0,8,0,0,2.490596099,0,8,790.8558216,25488.73382311,-42945.46563943,45315.977338246,.070157789,0,.817402908,0,8,-42945.46563943,25488.73382311,45315.977338246,55.439189851,788.910278034,0
