command.h_d,command.v_d,command.psi_d,sensor.dz,sensor.z,sensor.psi,sensor.h,sensor.modes,sensor.num_intruders,sensor.valid_1,sensor.id_1,sensor.modes_1,sensor.sr_1,sensor.chi_1,sensor.z_1,sensor.cvc_1,sensor.vrc_1,sensor.vsb_1,ra.ra_active,ra.alarm,ra.target_rate,ra.dh_min,ra.dh_max,ra.crossing,ra.cc,ra.vc,ra.ua,ra.da,ra_detailed.ra_active,ra_detailed.ownInput.dz,ra_detailed.ownInput.z,ra_detailed.ownInput.psi,ra_detailed.ownInput.h,ra_detailed.ownInput.modes,ra_detailed.intruderInput[1].valid,ra_detailed.intruderInput[1].id,ra_detailed.intruderInput[1].modes,ra_detailed.intruderInput[1].sr,ra_detailed.intruderInput[1].chi,ra_detailed.intruderInput[1].z,ra_detailed.intruderInput[1].cvc,ra_detailed.intruderInput[1].vrc,ra_detailed.intruderInput[1].vsb,ra_detailed.intruderInput[1].equipage,ra_detailed.intruderInput[1].quant,ra_detailed.intruderInput[1].sensitivity_index,ra_detailed.intruderInput[1].protection_mode,ra_detailed.ownOutput.cc,ra_detailed.ownOutput.vc,ra_detailed.ownOutput.ua,ra_detailed.ownOutput.da,ra_detailed.ownOutput.target_rate,ra_detailed.ownOutput.turn_off_aurals,ra_detailed.ownOutput.crossing,ra_detailed.ownOutput.alarm,ra_detailed.ownOutput.alert,ra_detailed.ownOutput.dh_min,ra_detailed.ownOutput.dh_max,ra_detailed.ownOutput.sensitivity_index,ra_detailed.ownOutput.ddh,ra_detailed.intruderOutput[1].id,ra_detailed.intruderOutput[1].cvc,ra_detailed.intruderOutput[1].vrc,ra_detailed.intruderOutput[1].vsb,ra_detailed.intruderOutput[1].tds,ra_detailed.intruderOutput[1].code,response.state,response.timer,response.t,response.v_d,response.h_d,response.psi_d,response.logProb,adm.t,adm.v,adm.N,adm.E,adm.h,adm.psi,adm.theta,adm.phi,adm.a,wm.t,wm.x,wm.y,wm.z,wm.vx,wm.vy,wm.vz
ft/s,ft/s^2,deg/s,ft/s,ft,rad,ft,n/a,integer,boolean,integer,n/a,ft,rad,ft,n/a,n/a,n/a,boolean,boolean,ft/s,ft/s,ft/s,boolean,n/a,n/a,n/a,n/a,boolean,ft/s,ft,rad,ft/s,integer,boolean,integer,integer,ft,rad,ft,n/a,n/a,n/a,enum,ft,integer,integer,n/a,n/a,n/a,n/a,ft/s,boolean,boolean,boolean,boolean,ft/s,ft/s,integer,ft/s^2,integer,n/a,n/a,n/a,n/a,n/a,enum,s,s,ft/s^2,ft,rad/s,float,s,ft/s,ft,ft,ft,rad,rad,rad,ft/s^2,s,ft,ft,ft,ft/s,ft/s,ft/s
-7.531516667,0,0,-7.531516667,2737.452265955,1.592670102,2737.452265955,2,1,true,1,1,17967.897233273,2.566413531,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,-7.531516667,2737.452265955,1.592670102,2737.452265955,2,true,1,1,17967.897233273,2.566413531,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,false,-9999,9999,4,0,1,0,0,0,100.001817052,1,none,0,0,0,-7.531516667,0,0,0,203.46429,-859.778983688,3351.924154878,2737.452265955,1.592670102,-.037024864,0,0,0,3351.924154878,-859.778983688,2737.452265955,203.276207708,-4.447127351,-7.531516667
-7.531516667,0,.386294507,-7.531516667,2729.920749288,1.592670102,2729.920749288,2,1,true,1,1,17795.953740125,2.564205081,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,-7.531516667,2729.920749288,1.592670102,2729.920749288,2,true,1,1,17795.953740125,2.564205081,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,false,-9999,9999,4,0,1,0,0,0,100.0008488,1,none,0,1,0,-7.531516667,.386294507,0,1,203.46429,-864.226111038,3555.200362586,2729.920749288,1.592670102,-.037024864,0,0,1,3555.200362586,-864.226111038,2729.920749288,203.276207708,-4.447127351,-7.531516667
-7.531516667,0,3.02816798,-7.531516667,2722.389232621,1.597325294,2722.389232621,2,1,true,1,1,17620.121931213,2.557399397,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,-7.531516667,2722.389232621,1.597325294,2722.389232621,2,true,1,1,17620.121931213,2.557399397,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,false,-9999,9999,4,0,1,0,0,0,100.000859819,1,none,0,2,0,-7.531516667,3.02816798,0,2,203.46429,-868.990529282,3758.469189229,2722.389232621,1.597325294,-.037024864,.041566064,0,2,3758.469189229,-868.990529282,2722.389232621,203.253302976,-5.393365499,-7.531516667
-7.531516667,0,3.02816798,-7.531516667,2714.857715955,1.632898114,2714.857715955,2,1,true,1,1,17438.55390974,2.519908638,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,-7.531516667,2714.857715955,1.632898114,2714.857715955,2,true,1,1,17438.55390974,2.519908638,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,false,-9999,9999,4,0,1,0,0,0,100.00171807,1,none,0,3,0,-7.531516667,3.02816798,0,3,203.46429,-876.799412566,3961.6332887,2714.857715955,1.632898114,-.037024864,.315535216,0,3,3961.6332887,-876.799412566,2714.857715955,202.932898821,-12.618721729,-7.531516667
-7.531516667,0,3.02816798,-7.531516667,2707.326199288,1.685345558,2707.326199288,2,1,true,1,1,17247.520330312,2.466064072,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,-7.531516667,2707.326199288,1.685345558,2707.326199288,2,true,1,1,17247.520330312,2.466064072,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,false,-9999,9999,4,0,1,0,0,0,100.002808634,1,none,0,4,0,-7.531516667,3.02816798,0,4,203.46429,-894.184371221,4164.190370989,2707.326199288,1.685345558,-.037024864,.32167494,0,4,4164.190370989,-894.184371221,2707.326199288,201.992339203,-23.23980347,-7.531516667
-7.531516667,0,3.02816798,-7.531516667,2699.794682621,1.73809543,2699.794682621,2,1,true,1,1,17046.812099436,2.412363814,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,-7.531516667,2699.794682621,1.73809543,2699.794682621,2,true,1,1,17046.812099436,2.412363814,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,false,-9999,9999,4,0,1,0,0,0,100.003671618,1,none,0,5,0,-7.531516667,3.02816798,0,5,203.46429,-922.208517332,4365.551120285,2699.794682621,1.73809543,-.037024864,.321754926,0,5,4365.551120285,-922.208517332,2699.794682621,200.486049363,-33.857607311,-7.531516667
-12.882272278,0,3.02816798,-7.531516667,2692.263165955,1.790849242,2692.263165955,2,1,true,1,1,16836.274760292,2.359055584,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,-7.531516667,2692.263165955,1.790849242,2692.263165955,2,true,1,1,16836.274760292,2.359055584,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,false,-9999,9999,4,0,1,0,0,0,100.00477275,1,none,0,6,0,-12.882272278,3.02816798,0,6,203.46429,-960.811084617,4565.154087595,2692.263165955,1.790849242,-.037024864,.321755965,0,6,4565.154087595,-960.811084617,2692.263165955,198.421851751,-44.382004345,-7.531516667
-12.882272278,0,3.02816798,-12.882272278,2681.142506024,1.842862402,2681.142506024,2,1,true,1,1,16615.800731662,2.306837235,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,-12.882272278,2681.142506024,1.842862402,2681.142506024,2,true,1,1,16615.800731662,2.306837235,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,false,-9999,9999,4,0,1,0,0,0,100.006202922,1,none,0,7,0,-12.882272278,3.02816798,0,7,203.46429,-1009.311230887,4762.407183153,2681.142506024,1.842862402,-.063357038,.335594091,0,7,4762.407183153,-1009.311230887,2681.142506024,195.587203776,-54.565649315,-12.882272278
-12.882272278,0,3.02816798,-12.882272278,2668.260233746,1.89624735,2668.260233746,2,1,true,1,1,16384.326437408,2.253631034,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,-12.882272278,2668.260233746,1.89624735,2668.260233746,2,true,1,1,16384.326437408,2.253631034,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,false,-9999,9999,4,0,1,0,0,0,100.00804296,1,none,0,8,0,-12.882272278,3.02816798,0,8,203.46429,-1068.590478382,4956.592794192,2668.260233746,1.89624735,-.063357038,.321545116,0,8,4956.592794192,-1068.590478382,2668.260233746,192.396961934,-64.924366803,-12.882272278
