command.h_d,command.v_d,command.psi_d,sensor.dz,sensor.z,sensor.psi,sensor.h,sensor.modes,sensor.num_intruders,sensor.valid_1,sensor.id_1,sensor.modes_1,sensor.sr_1,sensor.chi_1,sensor.z_1,sensor.cvc_1,sensor.vrc_1,sensor.vsb_1,ra.ra_active,ra.alarm,ra.target_rate,ra.dh_min,ra.dh_max,ra.crossing,ra.cc,ra.vc,ra.ua,ra.da,ra_detailed.ra_active,ra_detailed.ownInput.dz,ra_detailed.ownInput.z,ra_detailed.ownInput.psi,ra_detailed.ownInput.h,ra_detailed.ownInput.modes,ra_detailed.intruderInput[1].valid,ra_detailed.intruderInput[1].id,ra_detailed.intruderInput[1].modes,ra_detailed.intruderInput[1].sr,ra_detailed.intruderInput[1].chi,ra_detailed.intruderInput[1].z,ra_detailed.intruderInput[1].cvc,ra_detailed.intruderInput[1].vrc,ra_detailed.intruderInput[1].vsb,ra_detailed.intruderInput[1].equipage,ra_detailed.intruderInput[1].quant,ra_detailed.intruderInput[1].sensitivity_index,ra_detailed.intruderInput[1].protection_mode,ra_detailed.ownOutput.cc,ra_detailed.ownOutput.vc,ra_detailed.ownOutput.ua,ra_detailed.ownOutput.da,ra_detailed.ownOutput.target_rate,ra_detailed.ownOutput.turn_off_aurals,ra_detailed.ownOutput.crossing,ra_detailed.ownOutput.alarm,ra_detailed.ownOutput.alert,ra_detailed.ownOutput.dh_min,ra_detailed.ownOutput.dh_max,ra_detailed.ownOutput.sensitivity_index,ra_detailed.ownOutput.ddh,ra_detailed.intruderOutput[1].id,ra_detailed.intruderOutput[1].cvc,ra_detailed.intruderOutput[1].vrc,ra_detailed.intruderOutput[1].vsb,ra_detailed.intruderOutput[1].tds,ra_detailed.intruderOutput[1].code,response.state,response.timer,response.t,response.v_d,response.h_d,response.psi_d,response.logProb,adm.t,adm.v,adm.N,adm.E,adm.h,adm.psi,adm.theta,adm.phi,adm.a,wm.t,wm.x,wm.y,wm.z,wm.vx,wm.vy,wm.vz
ft/s,ft/s^2,deg/s,ft/s,ft,rad,ft,n/a,integer,boolean,integer,n/a,ft,rad,ft,n/a,n/a,n/a,boolean,boolean,ft/s,ft/s,ft/s,boolean,n/a,n/a,n/a,n/a,boolean,ft/s,ft,rad,ft/s,integer,boolean,integer,integer,ft,rad,ft,n/a,n/a,n/a,enum,ft,integer,integer,n/a,n/a,n/a,n/a,ft/s,boolean,boolean,boolean,boolean,ft/s,ft/s,integer,ft/s^2,integer,n/a,n/a,n/a,n/a,n/a,enum,s,s,ft/s^2,ft,rad/s,float,s,ft/s,ft,ft,ft,rad,rad,rad,ft/s^2,s,ft,ft,ft,ft/s,ft/s,ft/s
0,-2.366329356,-.51242,0,16099.949063819,.217871719,16099.949063819,2,1,true,1,1,37254.521199371,2.03990669,16589.180063819,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,16099.949063819,.217871719,16099.949063819,2,true,1,1,37254.521199371,2.03990669,16600,0,0,0,3,25,6,0,0,0,0,0,0,false,false,false,false,-9999,9999,6,0,1,0,0,0,39.999899983,0,none,0,0,-2.366329356,0,-.51242,0,0,908.6119398,2505.317034948,-38003.231200507,16099.949063819,.217871719,0,0,0,0,-38003.231200507,2505.317034948,16099.949063819,196.398421441,887.132074272,0
0,-2.366329356,-.51242,0,16099.949063819,.215487299,16099.949063819,2,1,true,1,1,38404.388068592,2.062051341,16589.180063819,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,16099.949063819,.215487299,16099.949063819,2,true,1,1,38404.388068592,2.062051341,16600,0,0,0,3,25,6,0,0,0,0,0,0,false,false,false,false,-9999,9999,6,0,1,0,0,0,39.999899983,0,none,0,1,-2.366329356,0,-.51242,0,1,906.245610444,3391.541493496,-37807.661322424,16099.949063819,.215487299,0,-.131179911,0,1,-37807.661322424,3391.541493496,16099.949063819,193.77659238,885.286246756,0
0,-2.366329356,-.51242,0,16099.949063819,.209638382,16099.949063819,2,1,true,1,1,39569.915995817,2.086273141,16589.180063819,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,16099.949063819,.209638382,16099.949063819,2,true,1,1,39569.915995817,2.086273141,16600,0,0,0,3,25,6,0,0,0,0,0,0,false,false,false,false,-9999,9999,6,0,1,0,0,0,39.999899983,0,none,0,2,-2.366329356,0,-.51242,0,2,903.879281088,4276.255478261,-37616.268717416,16099.949063819,.209638382,0,-.193069888,0,2,-37616.268717416,4276.255478261,16099.949063819,188.102893473,884.089959364,0
0,-2.366329356,-.51242,0,16099.949063819,.202120116,16099.949063819,2,1,true,1,1,40750.945099354,2.110784389,16589.180063819,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,16099.949063819,.202120116,16099.949063819,2,true,1,1,40750.945099354,2.110784389,16600,0,0,0,3,25,6,0,0,0,0,0,0,false,false,false,false,-9999,9999,6,0,1,0,0,0,39.999899983,0,none,0,3,-2.366329356,0,-.51242,0,3,901.512951732,5159.91518022,-37431.293930758,16099.949063819,.202120116,0,-.221572891,0,3,-37431.293930758,5159.91518022,16099.949063819,180.975783543,883.161009053,0
0,-2.366329356,-.51242,0,16099.949063819,.193815617,16099.949063819,2,1,true,1,1,41946.389744134,2.13476559,16589.180063819,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,16099.949063819,.193815617,16099.949063819,2,true,1,1,41946.389744134,2.13476559,16600,0,0,0,3,25,6,0,0,0,0,0,0,false,false,false,false,-9999,9999,6,0,1,0,0,0,39.999899983,0,none,0,4,-2.366329356,0,-.51242,0,4,899.146622376,6042.691965178,-37253.790850935,16099.949063819,.193815617,0,-.234351252,0,4,-37253.790850935,6042.691965178,16099.949063819,173.179652869,882.311428217,0
0,-2.366329356,-.51242,0,16099.949063819,.185147065,16099.949063819,2,1,true,1,1,43154.839232749,2.157876762,16589.180063819,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,16099.949063819,.185147065,16099.949063819,2,true,1,1,43154.839232749,2.157876762,16600,0,0,0,3,25,6,0,0,0,0,0,0,false,false,false,false,-9999,9999,6,0,1,0,0,0,39.999899983,0,none,0,5,-2.366329356,0,-.51242,0,5,896.78029302,6924.620144457,-37084.236818631,16099.949063819,.185147065,0,-.239848528,0,5,-37084.236818631,6924.620144457,16099.949063819,165.089259061,881.453589528,0
0,-2.366329356,-.51242,0,16099.949063819,.176311632,16099.949063819,2,1,true,1,1,44374.826748423,2.180005987,16589.180063819,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,16099.949063819,.176311632,16099.949063819,2,true,1,1,44374.826748423,2.180005987,16600,0,0,0,3,25,6,0,0,0,0,0,0,false,false,false,false,-9999,9999,6,0,1,0,0,0,39.999899983,0,none,0,6,-2.366329356,0,-.51242,0,6,894.413963664,7805.671137342,-36922.836249698,16099.949063819,.176311632,0,-.24200819,0,6,-36922.836249698,7805.671137342,16099.949063819,156.879839242,880.54815566,0
0,-2.366329356,-.51242,0,16099.949063819,.16740015,16099.949063819,2,1,true,1,1,45604.941658188,2.20114477,16589.180063819,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,16099.949063819,.16740015,16099.949063819,2,true,1,1,45604.941658188,2.20114477,16600,0,0,0,3,25,6,0,0,0,0,0,0,false,false,false,false,-9999,9999,6,0,1,0,0,0,39.999899983,0,none,0,7,-2.366329356,0,-.51242,0,7,892.047634308,8685.788439683,-36769.666573644,16099.949063819,.16740015,0,-.242646876,0,7,-36769.666573644,8685.788439683,16099.949063819,148.632448544,879.577953972,0
0,-2.366329356,-.51242,0,16099.949063819,.158454141,16099.949063819,2,1,true,1,1,46843.871059435,2.221328895,16589.180063819,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,16099.949063819,.158454141,16099.949063819,2,true,1,1,46843.871059435,2.221328895,16600,0,0,0,3,25,6,0,0,0,0,0,0,false,false,false,false,-9999,9999,6,0,1,0,0,0,39.999899983,0,none,0,8,-2.366329356,0,-.51242,0,8,889.681304952,9564.903492588,-36624.746566641,16099.949063819,.158454141,0,-.242595008,0,8,-36624.746566641,9564.903492588,16099.949063819,140.384505575,878.535722083,0
