command.h_d,command.v_d,command.psi_d,sensor.dz,sensor.z,sensor.psi,sensor.h,sensor.modes,sensor.num_intruders,sensor.valid_1,sensor.id_1,sensor.modes_1,sensor.sr_1,sensor.chi_1,sensor.z_1,sensor.cvc_1,sensor.vrc_1,sensor.vsb_1,ra.ra_active,ra.alarm,ra.target_rate,ra.dh_min,ra.dh_max,ra.crossing,ra.cc,ra.vc,ra.ua,ra.da,ra.label270,ra.label270_short,ra_detailed.ra_active,ra_detailed.ownInput.dz,ra_detailed.ownInput.z,ra_detailed.ownInput.psi,ra_detailed.ownInput.h,ra_detailed.ownInput.modes,ra_detailed.intruderInput[1].valid,ra_detailed.intruderInput[1].id,ra_detailed.intruderInput[1].modes,ra_detailed.intruderInput[1].sr,ra_detailed.intruderInput[1].chi,ra_detailed.intruderInput[1].z,ra_detailed.intruderInput[1].cvc,ra_detailed.intruderInput[1].vrc,ra_detailed.intruderInput[1].vsb,ra_detailed.intruderInput[1].equipage,ra_detailed.intruderInput[1].quant,ra_detailed.intruderInput[1].sensitivity_index,ra_detailed.intruderInput[1].protection_mode,ra_detailed.ownOutput.cc,ra_detailed.ownOutput.vc,ra_detailed.ownOutput.ua,ra_detailed.ownOutput.da,ra_detailed.ownOutput.target_rate,ra_detailed.ownOutput.turn_off_aurals,ra_detailed.ownOutput.crossing,ra_detailed.ownOutput.alarm,ra_detailed.ownOutput.alert,ra_detailed.ownOutput.dh_min,ra_detailed.ownOutput.dh_max,ra_detailed.ownOutput.sensitivity_index,ra_detailed.ownOutput.ddh,ra_detailed.intruderOutput[1].id,ra_detailed.intruderOutput[1].cvc,ra_detailed.intruderOutput[1].vrc,ra_detailed.intruderOutput[1].vsb,ra_detailed.intruderOutput[1].tds,ra_detailed.intruderOutput[1].code,response.state,response.timer,response.t,response.v_d,response.h_d,response.psi_d,response.logProb,adm.t,adm.v,adm.N,adm.E,adm.h,adm.psi,adm.theta,adm.phi,adm.a,wm.t,wm.x,wm.y,wm.z,wm.vx,wm.vy,wm.vz
ft/s,ft/s^2,deg/s,ft/s,ft,rad,ft,n/a,integer,boolean,integer,n/a,ft,rad,ft,n/a,n/a,n/a,boolean,boolean,ft/s,ft/s,ft/s,boolean,n/a,n/a,n/a,n/a,text,text,boolean,ft/s,ft,rad,ft/s,integer,boolean,integer,integer,ft,rad,ft,n/a,n/a,n/a,enum,ft,integer,integer,n/a,n/a,n/a,n/a,ft/s,boolean,boolean,boolean,boolean,ft/s,ft/s,integer,ft/s^2,integer,n/a,n/a,n/a,n/a,n/a,enum,s,s,ft/s^2,ft,rad/s,float,s,ft/s,ft,ft,ft,rad,rad,rad,ft/s^2,s,ft,ft,ft,ft/s,ft/s,ft/s
0,0,0,0,8765.532555842,.085145573,8765.532555842,1,1,true,2,2,15772.617960728,1.475484688,8290.805555842,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,8765.532555842,.085145573,8765.532555842,1,true,2,2,15772.617960728,1.475484688,8300,0,0,0,3,25,0,0,0,0,0,0,0,false,false,false,false,-9999,9999,5,0,2,0,0,0,100.001668849,1,none,0,0,0,0,0,0,0,280.352019,-95.417025099,-11211.178402207,8765.532555842,.085145573,0,0,0,0,-11211.178402207,-95.417025099,8765.532555842,23.841900982,279.336389171,0
0,0,.936805465,0,8765.532555842,.085145573,8765.532555842,1,1,true,2,2,15700.949441915,1.500329884,8290.805555842,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,8765.532555842,.085145573,8765.532555842,1,true,2,2,15700.949441915,1.500329884,8300,0,0,0,3,25,5,0,0,0,0,0,0,false,false,false,false,-9999,9999,5,0,2,0,0,0,100.000238997,1,none,0,1,0,0,.936805465,0,1,280.352019,183.919364071,-11187.336501224,8765.532555842,.085145573,0,0,0,1,-11187.336501224,183.919364071,8765.532555842,23.841900982,279.336389171,0
0,0,.936805465,0,8765.532555842,.094924658,8765.532555842,1,1,true,2,2,15631.939387333,1.515435871,8290.805555842,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,8765.532555842,.094924658,8765.532555842,1,true,2,2,15631.939387333,1.515435871,8300,0,0,0,3,25,5,0,0,0,0,0,0,false,false,false,false,-9999,9999,5,0,2,0,0,0,100.000050973,1,none,0,2,0,0,.936805465,0,2,280.352019,463.178963941,-11162.624164789,8765.532555842,.094924658,0,.131425108,0,2,-11162.624164789,463.178963941,8765.532555842,26.57237158,279.089884492,0
0,0,3.075559402,0,8765.532555842,.110810576,8765.532555842,1,1,true,2,2,15562.246265241,1.524436072,8290.805555842,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,8765.532555842,.110810576,8765.532555842,1,true,2,2,15562.246265241,1.524436072,8300,0,0,0,3,25,5,0,0,0,0,0,0,false,false,false,false,-9999,9999,5,0,2,0,0,0,100.000103322,1,none,0,3,0,0,3.075559402,0,3,280.352019,742.071480706,-11134.083241887,8765.532555842,.110810576,0,.140713535,0,3,-11134.083241887,742.071480706,8765.532555842,31.002431392,278.632560562,0
0,0,5.681181011,0,8765.532555842,.148811186,8765.532555842,1,1,true,2,2,15489.406643197,1.511307081,8290.805555842,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,8765.532555842,.148811186,8765.532555842,1,true,2,2,15489.406643197,1.511307081,8300,0,0,0,3,25,5,0,0,0,0,0,0,false,false,false,false,-9999,9999,5,0,2,0,0,0,100.000144489,1,none,0,4,0,0,5.681181011,0,4,280.352019,1020.228783595,-11099.204505992,8765.532555842,.148811186,0,.421818206,0,4,-11099.204505992,1020.228783595,8765.532555842,41.565708588,277.253577843,0
0,0,5.681181011,0,8765.532555842,.224627606,8765.532555842,1,1,true,2,2,15404.406618392,1.460312376,8290.805555842,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,8765.532555842,.224627606,8765.532555842,1,true,2,2,15404.406618392,1.460312376,8300,0,0,0,3,25,5,0,0,0,0,0,0,false,false,false,false,-9999,9999,5,0,2,0,0,0,100.000160695,1,none,0,5,0,0,5.681181011,0,5,280.352019,1295.986606064,-11049.036693924,8765.532555842,.224627606,0,.634360253,0,5,-11049.036693924,1295.986606064,8765.532555842,62.44654481,273.308769707,0
0,0,5.681181011,0,8765.532555842,.309139997,8765.532555842,1,1,true,2,2,15299.671673782,1.400512547,8290.805555842,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,8765.532555842,.309139997,8765.532555842,1,true,2,2,15299.671673782,1.400512547,8300,0,0,0,3,25,5,0,0,0,0,0,0,false,false,false,false,-9999,9999,5,0,2,0,0,0,100.000228663,1,none,0,6,0,0,5.681181011,0,6,280.352019,1566.643689348,-10976.265162601,8765.532555842,.309139997,0,.634360253,0,6,-10976.265162601,1566.643689348,8765.532555842,85.294161992,267.062091071,0
0,0,5.681181011,0,8765.532555842,.393652388,8765.532555842,1,1,true,2,2,15174.863298901,1.340558406,8290.805555842,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,8765.532555842,.393652388,8765.532555842,1,true,2,2,15174.863298901,1.340558406,8300,0,0,0,3,25,5,0,0,0,0,0,0,false,false,false,false,-9999,9999,5,0,2,0,0,0,100.000355429,1,none,0,7,0,0,5.681181011,0,7,280.352019,1830.192007044,-10880.906698146,8765.532555842,.393652388,0,.634360253,0,7,-10880.906698146,1830.192007044,8765.532555842,107.532941414,258.909098079,0
0,0,4.734472225,0,8765.532555842,.478164779,8765.532555842,1,1,true,2,2,15030.199797636,1.280404779,8290.805555842,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,8765.532555842,.478164779,8765.532555842,1,true,2,2,15030.199797636,1.280404779,8300,0,0,0,3,25,5,0,0,0,0,0,0,false,false,false,false,-9999,9999,5,0,2,0,0,0,100.000499726,1,none,0,8,0,0,4.734472225,0,8,280.352019,2084.750326439,-10763.64197826,8765.532555842,.478164779,0,.634360253,0,8,-10763.64197826,2084.750326439,8765.532555842,129.004140572,248.907987563,0
