command.h_d,command.v_d,command.psi_d,sensor.dz,sensor.z,sensor.psi,sensor.h,sensor.modes,sensor.num_intruders,sensor.valid_1,sensor.id_1,sensor.modes_1,sensor.sr_1,sensor.chi_1,sensor.z_1,sensor.cvc_1,sensor.vrc_1,sensor.vsb_1,ra.ra_active,ra.alarm,ra.target_rate,ra.dh_min,ra.dh_max,ra.crossing,ra.cc,ra.vc,ra.ua,ra.da,ra_detailed.ra_active,ra_detailed.ownInput.dz,ra_detailed.ownInput.z,ra_detailed.ownInput.psi,ra_detailed.ownInput.h,ra_detailed.ownInput.modes,ra_detailed.intruderInput[1].valid,ra_detailed.intruderInput[1].id,ra_detailed.intruderInput[1].modes,ra_detailed.intruderInput[1].sr,ra_detailed.intruderInput[1].chi,ra_detailed.intruderInput[1].z,ra_detailed.intruderInput[1].cvc,ra_detailed.intruderInput[1].vrc,ra_detailed.intruderInput[1].vsb,ra_detailed.intruderInput[1].equipage,ra_detailed.intruderInput[1].quant,ra_detailed.intruderInput[1].sensitivity_index,ra_detailed.intruderInput[1].protection_mode,ra_detailed.ownOutput.cc,ra_detailed.ownOutput.vc,ra_detailed.ownOutput.ua,ra_detailed.ownOutput.da,ra_detailed.ownOutput.target_rate,ra_detailed.ownOutput.turn_off_aurals,ra_detailed.ownOutput.crossing,ra_detailed.ownOutput.alarm,ra_detailed.ownOutput.alert,ra_detailed.ownOutput.dh_min,ra_detailed.ownOutput.dh_max,ra_detailed.ownOutput.sensitivity_index,ra_detailed.ownOutput.ddh,ra_detailed.intruderOutput[1].id,ra_detailed.intruderOutput[1].cvc,ra_detailed.intruderOutput[1].vrc,ra_detailed.intruderOutput[1].vsb,ra_detailed.intruderOutput[1].tds,ra_detailed.intruderOutput[1].code,response.state,response.timer,response.t,response.v_d,response.h_d,response.psi_d,response.logProb,adm.t,adm.v,adm.N,adm.E,adm.h,adm.psi,adm.theta,adm.phi,adm.a,wm.t,wm.x,wm.y,wm.z,wm.vx,wm.vy,wm.vz
ft/s,ft/s^2,deg/s,ft/s,ft,rad,ft,n/a,integer,boolean,integer,n/a,ft,rad,ft,n/a,n/a,n/a,boolean,boolean,ft/s,ft/s,ft/s,boolean,n/a,n/a,n/a,n/a,boolean,ft/s,ft,rad,ft/s,integer,boolean,integer,integer,ft,rad,ft,n/a,n/a,n/a,enum,ft,integer,integer,n/a,n/a,n/a,n/a,ft/s,boolean,boolean,boolean,boolean,ft/s,ft/s,integer,ft/s^2,integer,n/a,n/a,n/a,n/a,n/a,enum,s,s,ft/s^2,ft,rad/s,float,s,ft/s,ft,ft,ft,rad,rad,rad,ft/s^2,s,ft,ft,ft,ft/s,ft/s,ft/s
0,1.200650286,0,0,2647.295015955,.224757323,2647.295015955,1,1,true,2,2,23063.775814205,1.671620261,1901.087599288,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,2647.295015955,.224757323,2647.295015955,1,true,2,2,23063.775814205,1.671620261,1900,0,0,0,3,25,0,0,0,0,0,0,0,false,false,false,false,-9999,9999,4,0,2,0,0,0,99.999936648,1,none,0,0,1.200650286,0,0,0,0,319.4870376,-1441.6232318,-13587.220585087,2647.295015955,.224757323,0,0,0,0,-13587.220585087,-1441.6232318,2647.295015955,71.204010598,311.451370312,0
0,1.200650286,.894715256,0,2647.295015955,.224757323,2647.295015955,1,1,true,2,2,22990.809603075,1.691279899,1913.161099288,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,2647.295015955,.224757323,2647.295015955,1,true,2,2,22990.809603075,1.691279899,1925,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,4,0,2,0,0,0,99.999901314,1,none,0,1,1.200650286,0,.894715256,0,1,320.687687886,-1129.64515818,-13515.896159582,2647.295015955,.224757323,0,0,0,1,-13515.896159582,-1129.64515818,2647.295015955,71.471599281,312.621822108,0
0,1.200650286,2.63435824,0,2647.295015955,.233434426,2647.295015955,1,1,true,2,2,22921.916760104,1.702294406,1925.234599288,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,2647.295015955,.233434426,2647.295015955,1,true,2,2,22921.916760104,1.702294406,1925,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,4,0,2,0,0,0,99.999900143,1,none,0,2,1.200650286,0,2.63435824,0,2,321.888338172,-816.693281404,-13443.453799554,2647.295015955,.233434426,0,.138772476,0,2,-13443.453799554,-816.693281404,2647.295015955,74.459261082,313.157980403,0
0,1.200650286,4.596934598,0,2647.295015955,.265261985,2647.295015955,1,1,true,2,2,22852.335988058,1.690219885,1932.960451974,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,2647.295015955,.265261985,2647.295015955,1,true,2,2,22852.335988058,1.690219885,1925,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,4,0,2,0,0,0,99.999900246,1,none,0,3,1.200650286,0,4.596934598,0,3,323.088988458,-503.921216328,-13365.18948658,2647.295015955,.265261985,0,.4093228,0,3,-13365.18948658,-503.921216328,2647.295015955,84.701687457,311.788579978,0
0,1.200650286,4.596934598,0,2647.295015955,.330886207,2647.295015955,1,1,true,2,2,22772.633236051,1.644445105,1933.394345561,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,2647.295015955,.330886207,2647.295015955,1,true,2,2,22772.633236051,1.644445105,1925,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,4,0,2,0,0,0,99.999900394,1,none,0,4,1.200650286,0,4.596934598,0,4,324.289638744,-194.007438484,-13272.170699641,2647.295015955,.330886207,0,.670964461,0,4,-13272.170699641,-194.007438484,2647.295015955,105.355636434,306.698483316,0
0,1.200650286,4.596934598,0,2647.295015955,.410480496,2647.295015955,1,1,true,2,2,22673.263327442,1.584814352,1933.394345561,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,2647.295015955,.410480496,2647.295015955,1,true,2,2,22673.263327442,1.584814352,1925,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,4,0,2,0,0,0,99.999900584,1,none,0,5,1.200650286,0,4.596934598,0,5,325.49028903,109.151319513,-13155.748813718,2647.295015955,.410480496,0,.678331973,0,5,-13155.748813718,109.151319513,2647.295015955,129.886885264,298.451545966,0
0,1.200650286,4.596934598,0,2647.295015955,.490156615,2647.295015955,1,1,true,2,2,22552.203908633,1.525174789,1933.394345561,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,2647.295015955,.490156615,2647.295015955,1,true,2,2,22552.203908633,1.525174789,1925,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,4,0,2,0,0,0,99.999901155,1,none,0,6,1.200650286,0,4.596934598,0,6,326.690939316,403.160694521,-13015.040744508,2647.295015955,.490156615,0,.679446159,0,6,-13015.040744508,403.160694521,2647.295015955,153.794355855,288.226067416,0
0,1.200650286,4.596934598,0,2647.295015955,.569721338,2647.295015955,1,1,true,2,2,22407.815137938,1.465619008,1933.394345561,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,2647.295015955,.569721338,2647.295015955,1,true,2,2,22407.815137938,1.465619008,1925,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,4,0,2,0,0,0,99.999902928,1,none,0,7,1.200650286,0,4.596934598,0,7,327.891589602,686.084641821,-12850.78972228,2647.295015955,.569721338,0,.680557505,0,7,-12850.78972228,686.084641821,2647.295015955,176.863878233,276.101544921,0
0,1.200650286,4.166167686,0,2647.295015955,.649175346,2647.295015955,1,1,true,2,2,22240.022043872,1.40610257,1933.394345561,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,2647.295015955,.649175346,2647.295015955,1,true,2,2,22240.022043872,1.40610257,1925,0,0,0,3,25,3,0,0,0,0,0,0,false,false,false,false,-9999,9999,4,0,2,0,0,0,99.999907583,1,none,0,8,1.200650286,0,4.166167686,0,8,329.092239888,956.055165734,-12663.901407671,2647.295015955,.649175346,0,.681666026,0,8,-12663.901407671,956.055165734,2647.295015955,198.946035115,262.149151184,0
