command.h_d,command.v_d,command.psi_d,sensor.dz,sensor.z,sensor.psi,sensor.h,sensor.modes,sensor.num_intruders,sensor.valid_1,sensor.id_1,sensor.modes_1,sensor.sr_1,sensor.chi_1,sensor.z_1,sensor.cvc_1,sensor.vrc_1,sensor.vsb_1,ra.ra_active,ra.alarm,ra.target_rate,ra.dh_min,ra.dh_max,ra.crossing,ra.cc,ra.vc,ra.ua,ra.da,ra_detailed.ra_active,ra_detailed.ownInput.dz,ra_detailed.ownInput.z,ra_detailed.ownInput.psi,ra_detailed.ownInput.h,ra_detailed.ownInput.modes,ra_detailed.intruderInput[1].valid,ra_detailed.intruderInput[1].id,ra_detailed.intruderInput[1].modes,ra_detailed.intruderInput[1].sr,ra_detailed.intruderInput[1].chi,ra_detailed.intruderInput[1].z,ra_detailed.intruderInput[1].cvc,ra_detailed.intruderInput[1].vrc,ra_detailed.intruderInput[1].vsb,ra_detailed.intruderInput[1].equipage,ra_detailed.intruderInput[1].quant,ra_detailed.intruderInput[1].sensitivity_index,ra_detailed.intruderInput[1].protection_mode,ra_detailed.ownOutput.cc,ra_detailed.ownOutput.vc,ra_detailed.ownOutput.ua,ra_detailed.ownOutput.da,ra_detailed.ownOutput.target_rate,ra_detailed.ownOutput.turn_off_aurals,ra_detailed.ownOutput.crossing,ra_detailed.ownOutput.alarm,ra_detailed.ownOutput.alert,ra_detailed.ownOutput.dh_min,ra_detailed.ownOutput.dh_max,ra_detailed.ownOutput.sensitivity_index,ra_detailed.ownOutput.ddh,ra_detailed.intruderOutput[1].id,ra_detailed.intruderOutput[1].cvc,ra_detailed.intruderOutput[1].vrc,ra_detailed.intruderOutput[1].vsb,ra_detailed.intruderOutput[1].tds,ra_detailed.intruderOutput[1].code,response.state,response.timer,response.t,response.v_d,response.h_d,response.psi_d,response.logProb,adm.t,adm.v,adm.N,adm.E,adm.h,adm.psi,adm.theta,adm.phi,adm.a,wm.t,wm.x,wm.y,wm.z,wm.vx,wm.vy,wm.vz
ft/s,ft/s^2,deg/s,ft/s,ft,rad,ft,n/a,integer,boolean,integer,n/a,ft,rad,ft,n/a,n/a,n/a,boolean,boolean,ft/s,ft/s,ft/s,boolean,n/a,n/a,n/a,n/a,boolean,ft/s,ft,rad,ft/s,integer,boolean,integer,integer,ft,rad,ft,n/a,n/a,n/a,enum,ft,integer,integer,n/a,n/a,n/a,n/a,ft/s,boolean,boolean,boolean,boolean,ft/s,ft/s,integer,ft/s^2,integer,n/a,n/a,n/a,n/a,n/a,enum,s,s,ft/s^2,ft,rad/s,float,s,ft/s,ft,ft,ft,rad,rad,rad,ft/s^2,s,ft,ft,ft,ft/s,ft/s,ft/s
0,0,1.615106277,0,15910.084063819,-.981124796,15910.084063819,2,1,true,1,1,8913.875831179,.363012947,16589.180063819,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,15910.084063819,-.981124796,15910.084063819,2,true,1,1,8913.875831179,.363012947,16600,0,0,0,3,25,6,0,0,0,0,0,0,false,false,false,false,-9999,9999,6,0,1,0,0,0,100.014167746,1,none,0,0,0,0,1.615106277,0,0,204.2474292,-7490.280315663,-5042.350726934,15910.084063819,-.981124796,0,0,0,0,-5042.350726934,-7490.280315663,15910.084063819,-169.754814094,113.579555496,0
0,0,1.615106277,0,15910.084063819,-.961796307,15910.084063819,2,1,true,1,1,8913.800728917,.371112016,16589.180063819,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,15910.084063819,-.961796307,15910.084063819,2,true,1,1,8913.800728917,.371112016,16600,0,0,0,3,25,6,0,0,0,0,0,0,false,false,false,false,-9999,9999,6,0,1,0,0,0,100.001792052,1,none,0,1,0,0,1.615106277,0,1,204.2474292,-7375.614908781,-5211.369962634,15910.084063819,-.961796307,0,.173230811,0,1,-5211.369962634,-7375.614908781,15910.084063819,-167.52792113,116.839239883,0
0,0,3.446345177,0,15910.084063819,-.933788975,15910.084063819,2,1,true,1,1,8918.773251952,.369918583,16589.180063819,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,15910.084063819,-.933788975,15910.084063819,2,true,1,1,8918.773251952,.369918583,16600,0,0,0,3,25,6,0,0,0,0,0,0,false,false,false,false,-9999,9999,6,0,1,0,0,0,100.000877314,1,none,0,2,0,0,3.446345177,0,2,204.2474292,-7256.685363588,-5377.4123525,15910.084063819,-.933788975,0,.176862628,0,2,-5377.4123525,-7256.685363588,15910.084063819,-164.190292561,121.484814538,0
0,0,3.446345177,0,15910.084063819,-.883468731,15910.084063819,2,1,true,1,1,8920.826446051,.346516613,16589.180063819,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,15910.084063819,-.883468731,15910.084063819,2,true,1,1,8920.826446051,.346516613,16600,0,0,0,3,25,6,0,0,0,0,0,0,false,false,false,false,-9999,9999,6,0,1,0,0,0,100.000878515,1,none,0,3,0,0,3.446345177,0,3,204.2474292,-7131.955478522,-5539.123896926,15910.084063819,-.883468731,0,.361913309,0,3,-5539.123896926,-7131.955478522,15910.084063819,-157.871895138,129.589648739,0
0,0,3.446345177,0,15910.084063819,-.823446013,15910.084063819,2,1,true,1,1,8914.411621126,.313560171,16589.180063819,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,15910.084063819,-.823446013,15910.084063819,2,true,1,1,8914.411621126,.313560171,16600,0,0,0,3,25,6,0,0,0,0,0,0,false,false,false,false,-9999,9999,6,0,1,0,0,0,100.000941566,1,none,0,4,0,0,3.446345177,0,4,204.2474292,-6998.174939139,-5693.420297988,15910.084063819,-.823446013,0,.364460352,0,4,-5693.420297988,-6998.174939139,15910.084063819,-149.813942565,138.826492241,0
0,0,3.446345177,0,15910.084063819,-.763297386,15910.084063819,2,1,true,1,1,8896.127735996,.280917513,16589.180063819,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,15910.084063819,-.763297386,15910.084063819,2,true,1,1,8896.127735996,.280917513,16600,0,0,0,3,25,6,0,0,0,0,0,0,false,false,false,false,-9999,9999,6,0,1,0,0,0,100.000960293,1,none,0,5,0,0,3.446345177,0,5,204.2474292,-6855.36617036,-5839.400495054,15910.084063819,-.763297386,0,.364489215,0,5,-5839.400495054,-6855.36617036,15910.084063819,-141.197832645,147.581111228,0
7.13696612,0,3.446345177,0,15910.084063819,-.703147331,15910.084063819,2,1,true,1,1,8864.697478024,.248792467,16589.180063819,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,0,15910.084063819,-.703147331,15910.084063819,2,true,1,1,8864.697478024,.248792467,16600,0,0,0,3,25,6,0,0,0,0,0,0,false,false,false,false,-9999,9999,6,0,1,0,0,0,100.000979548,1,none,0,6,0,7.13696612,3.446345177,0,6,204.2474292,-6704.04029688,-5976.53197148,15910.084063819,-.703147331,0,.364489541,0,6,-5976.53197148,-6704.04029688,15910.084063819,-132.070820799,155.802152194,0
7.13696612,0,3.446345177,7.13696612,15913.952998018,-.664798277,15913.952998018,2,1,true,1,1,8820.019999287,.239142553,16589.180063819,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,7.13696612,15913.952998018,-.664798277,15913.952998018,2,true,1,1,8820.019999287,.239142553,16600,0,0,0,3,25,6,0,0,0,0,0,0,false,false,false,false,-9999,9999,6,0,1,0,0,0,100.001082685,1,none,0,7,0,7.13696612,3.446345177,0,7,204.2474292,-6545.866000734,-6105.652717938,15913.952998018,-.664798277,.034949861,.30121722,0,7,-6105.652717938,-6545.866000734,15913.952998018,-125.923370461,160.652982609,7.13696612
7.13696612,0,3.446345177,7.13696612,15921.089964138,-.607703473,15921.089964138,2,1,true,1,1,8762.270950052,.211547597,16589.180063819,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,false,7.13696612,15921.089964138,-.607703473,15921.089964138,2,true,1,1,8762.270950052,.211547597,16600,0,0,0,3,25,6,0,0,0,0,0,0,false,false,false,false,-9999,9999,6,0,1,0,0,0,100.001232169,1,none,0,8,0,7.13696612,3.446345177,0,8,204.2474292,-6382.161329143,-6227.536253132,15921.089964138,-.607703473,.034949861,.364317607,0,8,-6227.536253132,-6382.161329143,15921.089964138,-116.550714774,167.576868735,7.13696612
