command.h_d,command.v_d,command.psi_d,sensor.dz,sensor.z,sensor.psi,sensor.h,sensor.modes,sensor.num_intruders,sensor.valid_1,sensor.id_1,sensor.modes_1,sensor.sr_1,sensor.chi_1,sensor.z_1,sensor.cvc_1,sensor.vrc_1,sensor.vsb_1,ra.ra_active,ra.alarm,ra.target_rate,ra.dh_min,ra.dh_max,ra.crossing,ra.cc,ra.vc,ra.ua,ra.da,ra.label270,ra.label270_short,ra_detailed.ra_active,ra_detailed.ownInput.dz,ra_detailed.ownInput.z,ra_detailed.ownInput.psi,ra_detailed.ownInput.h,ra_detailed.ownInput.modes,ra_detailed.intruderInput[1].valid,ra_detailed.intruderInput[1].id,ra_detailed.intruderInput[1].modes,ra_detailed.intruderInput[1].sr,ra_detailed.intruderInput[1].chi,ra_detailed.intruderInput[1].z,ra_detailed.intruderInput[1].cvc,ra_detailed.intruderInput[1].vrc,ra_detailed.intruderInput[1].vsb,ra_detailed.intruderInput[1].equipage,ra_detailed.intruderInput[1].quant,ra_detailed.intruderInput[1].sensitivity_index,ra_detailed.intruderInput[1].protection_mode,ra_detailed.ownOutput.cc,ra_detailed.ownOutput.vc,ra_detailed.ownOutput.ua,ra_detailed.ownOutput.da,ra_detailed.ownOutput.target_rate,ra_detailed.ownOutput.turn_off_aurals,ra_detailed.ownOutput.crossing,ra_detailed.ownOutput.alarm,ra_detailed.ownOutput.alert,ra_detailed.ownOutput.dh_min,ra_detailed.ownOutput.dh_max,ra_detailed.ownOutput.sensitivity_index,ra_detailed.ownOutput.ddh,ra_detailed.intruderOutput[1].id,ra_detailed.intruderOutput[1].cvc,ra_detailed.intruderOutput[1].vrc,ra_detailed.intruderOutput[1].vsb,ra_detailed.intruderOutput[1].tds,ra_detailed.intruderOutput[1].code,response.state,response.timer,response.t,response.v_d,response.h_d,response.psi_d,response.logProb,adm.t,adm.v,adm.N,adm.E,adm.h,adm.psi,adm.theta,adm.phi,adm.a,wm.t,wm.x,wm.y,wm.z,wm.vx,wm.vy,wm.vz
ft/s,ft/s^2,deg/s,ft/s,ft,rad,ft,n/a,integer,boolean,integer,n/a,ft,rad,ft,n/a,n/a,n/a,boolean,boolean,ft/s,ft/s,ft/s,boolean,n/a,n/a,n/a,n/a,text,text,boolean,ft/s,ft,rad,ft/s,integer,boolean,integer,integer,ft,rad,ft,n/a,n/a,n/a,enum,ft,integer,integer,n/a,n/a,n/a,n/a,ft/s,boolean,boolean,boolean,boolean,ft/s,ft/s,integer,ft/s^2,integer,n/a,n/a,n/a,n/a,n/a,enum,s,s,ft/s^2,ft,rad/s,float,s,ft/s,ft,ft,ft,rad,rad,rad,ft/s^2,s,ft,ft,ft,ft/s,ft/s,ft/s
0,.569811407,0,0,2609.377615955,-1.314343092,2609.377615955,2,1,true,1,1,12315.010538548,-1.229404552,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,2609.377615955,-1.314343092,2609.377615955,2,true,1,1,12315.010538548,-1.229404552,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,false,-9999,9999,4,0,1,0,0,0,100.034214687,1,none,0,0,.569811407,0,0,0,0,272.790675,10178.929829424,-5059.180654763,2609.377615955,-1.314343092,0,0,0,0,-5059.180654763,10178.929829424,2609.377615955,-263.869247527,69.193732206,0
0,.569811407,-.686667266,0,2609.377615955,-1.314343092,2609.377615955,2,1,true,1,1,11976.148603368,-1.236799357,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,2609.377615955,-1.314343092,2609.377615955,2,true,1,1,11976.148603368,-1.236799357,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,false,-9999,9999,4,0,1,0,0,0,100.158585754,1,none,0,1,.569811407,0,-.686667266,0,1,273.360486407,10248.188601684,-5323.297931546,2609.377615955,-1.314343092,0,0,0,1,-5323.297931546,10248.188601684,2609.377615955,-264.420423652,69.338265658,0
0,.569811407,-3.462625955,0,2609.377615955,-1.321590497,2609.377615955,2,1,true,1,1,11637.196196405,-1.23740575,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,2609.377615955,-1.321590497,2609.377615955,2,true,1,1,11637.196196405,-1.23740575,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,true,-9999,9999,4,0,1,0,0,0,400.471180372,3,none,0,2,.569811407,0,-3.462625955,0,2,273.930297814,10316.977425925,-5588.126131278,2609.377615955,-1.321590497,0,-.094743985,0,2,-5588.126131278,10316.977425925,2609.377615955,-265.468206611,67.560634535,0
0,.569811407,-3.462625955,0,2609.377615955,-1.358693026,2609.377615955,2,1,true,1,1,11294.32248039,-1.208538221,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,2609.377615955,-1.358693026,2609.377615955,2,true,1,1,11294.32248039,-1.208538221,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,true,-9999,9999,4,0,1,0,0,0,400.684969393,3,none,0,3,.569811407,0,-3.462625955,0,3,274.50010922,10381.285988677,-5854.649305965,2609.377615955,-1.358693026,0,-.45268682,0,3,-5854.649305965,10381.285988677,2609.377615955,-268.348643514,57.786810659,0
0,.569811407,-3.462625955,0,2609.377615955,-1.417981472,2609.377615955,2,1,true,1,1,10938.928257561,-1.157601809,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,2609.377615955,-1.417981472,2609.377615955,2,true,1,1,10938.928257561,-1.157601809,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,true,-9999,9999,4,0,1,0,0,0,400.881944833,3,none,0,4,.569811407,0,-3.462625955,0,4,275.069920627,10432.002796379,-6124.643860489,2609.377615955,-1.417981472,0,-.475602369,0,4,-6124.643860489,10432.002796379,2609.377615955,-271.864397332,41.871358911,0
0,.569811407,-3.462625955,0,2609.377615955,-1.478340255,2609.377615955,2,1,true,1,1,10568.934879792,-1.105594572,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,2609.377615955,-1.478340255,2609.377615955,2,true,1,1,10568.934879792,-1.105594572,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,true,-9999,9999,4,0,1,0,0,0,401.075687267,3,none,0,5,.569811407,0,-3.462625955,0,5,275.639732034,10466.501730958,-6397.758549313,2609.377615955,-1.478340255,0,-.477111173,0,5,-6397.758549313,10466.501730958,2609.377615955,-274.462469549,25.448274694,0
0,.569811407,-3.462625955,0,2609.377615955,-1.538731329,2609.377615955,2,1,true,1,1,10184.528358878,-1.053495293,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,2609.377615955,-1.538731329,2609.377615955,2,true,1,1,10184.528358878,-1.053495293,2650,0,2,7,3,25,4,0,0,0,0,0,0,false,false,false,true,-9999,9999,4,0,1,0,0,0,401.315564199,3,none,0,6,.569811407,0,-3.462625955,0,6,276.209543441,10484.493993553,-6673.025805527,2609.377615955,-1.538731329,0,-.477974181,0,6,-6673.025805527,10484.493993553,2609.377615955,-276.067561239,8.855140855,0
0,.569811407,-3.462625955,0,2609.377615955,-1.5991234,2609.377615955,2,1,true,1,1,9786.014668925,-1.001270889,2647.295015955,0,0,0,true,true,-25,-9999,-25,false,5,0,0,1,Descend,DS,true,0,2609.377615955,-1.5991234,2609.377615955,2,true,1,1,9786.014668925,-1.001270889,2650,0,2,7,3,25,4,0,5,0,0,1,-25,false,false,true,false,-9999,-25,4,8.0435,1,0,1,14,1200,4,none,5,7,.569811407,0,-3.462625955,0,7,276.779354848,10485.842471068,-6949.44688332,2609.377615955,-1.5991234,0,-.478817234,0,7,-6949.44688332,10485.842471068,2609.377615955,-276.668315204,-7.839300479,0
9.466316272,.569811407,-3.462625955,0,2609.377615955,-1.659515536,2609.377615955,2,1,true,1,1,9373.75641832,-.948849897,2642.948083681,0,0,0,true,false,-25,-9999,-25,false,5,0,0,1,Descend,DS,true,0,2609.377615955,-1.659515536,2609.377615955,2,true,1,1,9373.75641832,-.948849897,2650,0,2,7,3,25,4,0,5,0,0,1,-25,false,false,false,false,-9999,-25,4,8.0435,1,0,1,14,1200,4,none,4,8,.569811407,9.466316272,-3.462625955,0,8,277.349166254,10470.473378942,-7226.01426807,2609.377615955,-1.659515536,0,-.479658978,0,8,-7226.01426807,10470.473378942,2609.377615955,-276.258360771,-24.573931845,0
