"RA_1","vert_rate_1","alt_diff_1","psi_1","intr_sr_1","intr_chi_1","intr_vrc0_1","intr_vrc1_1","intr_vrc2_1","cc0_1","cc1_1","cc2_1","vc0_1","vc1_1","vc2_1","ua0_1","ua1_1","ua2_1","da0_1","da1_1","da2_1","target_rate_1","crossing_1","alarm_1","alert_1","intr_out_vrc0_1","intr_out_vrc1_1","intr_out_vrc2_1","intr_out_tds_1","response_none_1","response_stay_1","response_follow_1","response_timer_1","response_h_d_1","response_psi_d_1","v_1","h_1","RA_2","vert_rate_2","alt_diff_2","psi_2","intr_sr_2","intr_chi_2","intr_vrc0_2","intr_vrc1_2","intr_vrc2_2","cc0_2","cc1_2","cc2_2","vc0_2","vc1_2","vc2_2","ua0_2","ua1_2","ua2_2","da0_2","da1_2","da2_2","target_rate_2","crossing_2","alarm_2","alert_2","intr_out_vrc0_2","intr_out_vrc1_2","intr_out_vrc2_2","intr_out_tds_2","response_none_2","response_stay_2","response_follow_2","response_timer_2","response_h_d_2","response_psi_d_2","v_2","h_2","converging"
false,0.0,-197.29501595500005,"3.6408320050437366",12324.91644434,"113.47824358853035",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.021373753,true,false,false,0.0,0.0,0.0,114.8834826,2647.295015955,false,0.0,210.31975071199986,"132.82291099808668",12324.91644434,"164.29616461899056",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.020466161,true,false,false,0.0,0.0,0.0,220.7676156,2439.680249288,false
false,0.0,-197.29501595500005,"3.6408320050437366",12584.260795972,"114.23018371587331",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999900668,true,false,false,0.0,0.0,0.0,114.8834826,2647.295015955,false,0.0,210.31975071199986,"132.82291099808668",12584.260795972,"165.04810468903773",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999900659,true,false,false,0.0,0.0,0.0,220.7676156,2439.680249288,false
false,0.0,-197.29501595500005,"3.6408320050437366",12845.685743612,"114.95163005533115",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,0.0,114.8834826,2647.295015955,false,0.0,210.31975071199986,"132.82291099808668",12845.685743612,"165.76955102849556",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,0.0,220.7676156,2439.680249288,false
false,0.0,-197.29501595500005,"3.6408320050437366",13109.066812237,"115.64418528444843",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,0.0,114.8834826,2647.295015955,false,0.0,210.31975071199986,"132.82291099808668",13109.066812237,"166.46210631490862",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,0.0,220.7676156,2439.680249288,false
false,0.0,-197.29501595500005,"3.6408320050437366",13374.288436147,"116.3093601783393",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,0.0,114.8834826,2647.295015955,false,0.0,210.31975071199986,"132.82291099808668",13374.288436147,"167.12728115150372",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,0.0,220.7676156,2439.680249288,false
false,0.0,-197.29501595500005,"3.6408320050437366",13641.243260066,"116.94857779227961",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,0.0,114.8834826,2647.295015955,false,0.0,210.31975071199986,"132.82291099808668",13641.243260066,"167.766498765444",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,0.0,220.7676156,2439.680249288,false
false,0.0,-197.29501595500005,"3.6408320050437366",13909.831494625,"117.56317827455209",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,0.0,114.8834826,2647.295015955,false,0.0,210.31975071199986,"132.82291099808668",13909.831494625,"168.38109930501227",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,0.0,220.7676156,2439.680249288,false
false,0.0,-197.29501595500005,"3.6408320050437366",14179.960322895,"118.15442327822166",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,0.0,114.8834826,2647.295015955,false,0.0,210.31975071199986,"132.82291099808668",14179.960322895,"168.97234430868184",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,0.0,220.7676156,2439.680249288,false
false,0.0,-197.29501595500005,"3.6408320050437366",14451.543354618,"118.72350025831871",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,0.0,114.8834826,2647.295015955,false,0.0,210.31975071199986,"132.82291099808668",14451.543354618,"169.54142123148316",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,0.0,220.7676156,2439.680249288,false
false,0.0,-197.29501595500005,"3.6408320050437366",14724.500124739,"119.2715267117269",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,0.0,114.8834826,2647.295015955,false,0.0,210.31975071199986,"132.82291099808668",14724.500124739,"170.0894477421871",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,0.0,220.7676156,2439.680249288,false
