command.h_d,command.v_d,command.psi_d,sensor.dz,sensor.z,sensor.psi,sensor.h,sensor.modes,sensor.num_intruders,sensor.valid_1,sensor.id_1,sensor.modes_1,sensor.sr_1,sensor.chi_1,sensor.z_1,sensor.cvc_1,sensor.vrc_1,sensor.vsb_1,ra.ra_active,ra.alarm,ra.target_rate,ra.dh_min,ra.dh_max,ra.crossing,ra.cc,ra.vc,ra.ua,ra.da,ra.label270,ra.label270_short,ra_detailed.ra_active,ra_detailed.ownInput.dz,ra_detailed.ownInput.z,ra_detailed.ownInput.psi,ra_detailed.ownInput.h,ra_detailed.ownInput.modes,ra_detailed.intruderInput[1].valid,ra_detailed.intruderInput[1].id,ra_detailed.intruderInput[1].modes,ra_detailed.intruderInput[1].sr,ra_detailed.intruderInput[1].chi,ra_detailed.intruderInput[1].z,ra_detailed.intruderInput[1].cvc,ra_detailed.intruderInput[1].vrc,ra_detailed.intruderInput[1].vsb,ra_detailed.intruderInput[1].equipage,ra_detailed.intruderInput[1].quant,ra_detailed.intruderInput[1].sensitivity_index,ra_detailed.intruderInput[1].protection_mode,ra_detailed.ownOutput.cc,ra_detailed.ownOutput.vc,ra_detailed.ownOutput.ua,ra_detailed.ownOutput.da,ra_detailed.ownOutput.target_rate,ra_detailed.ownOutput.turn_off_aurals,ra_detailed.ownOutput.crossing,ra_detailed.ownOutput.alarm,ra_detailed.ownOutput.alert,ra_detailed.ownOutput.dh_min,ra_detailed.ownOutput.dh_max,ra_detailed.ownOutput.sensitivity_index,ra_detailed.ownOutput.ddh,ra_detailed.intruderOutput[1].id,ra_detailed.intruderOutput[1].cvc,ra_detailed.intruderOutput[1].vrc,ra_detailed.intruderOutput[1].vsb,ra_detailed.intruderOutput[1].tds,ra_detailed.intruderOutput[1].code,response.state,response.timer,response.t,response.v_d,response.h_d,response.psi_d,response.logProb,adm.t,adm.v,adm.N,adm.E,adm.h,adm.psi,adm.theta,adm.phi,adm.a,wm.t,wm.x,wm.y,wm.z,wm.vx,wm.vy,wm.vz
ft/s,ft/s^2,deg/s,ft/s,ft,rad,ft,n/a,integer,boolean,integer,n/a,ft,rad,ft,n/a,n/a,n/a,boolean,boolean,ft/s,ft/s,ft/s,boolean,n/a,n/a,n/a,n/a,text,text,boolean,ft/s,ft,rad,ft/s,integer,boolean,integer,integer,ft,rad,ft,n/a,n/a,n/a,enum,ft,integer,integer,n/a,n/a,n/a,n/a,ft/s,boolean,boolean,boolean,boolean,ft/s,ft/s,integer,ft/s^2,integer,n/a,n/a,n/a,n/a,n/a,enum,s,s,ft/s^2,ft,rad/s,float,s,ft/s,ft,ft,ft,rad,rad,rad,ft/s^2,s,ft,ft,ft,ft/s,ft/s,ft/s
20.496333333,0,0,20.496333333,8163.445505842,-.222300841,8163.445505842,1,1,true,2,2,27058.23055662,1.303307439,8577.336255842,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,20.496333333,8163.445505842,-.222300841,8163.445505842,1,true,2,2,27058.23055662,1.303307439,8575,0,0,0,3,25,0,0,0,0,0,0,0,false,false,false,false,-9999,9999,5,0,2,0,0,0,99.999903176,1,none,0,0,0,20.496333333,0,0,0,424.338237,1963.78554514,-16805.866125203,8163.445505842,-.222300841,.048320679,0,0,0,-16805.866125203,1963.78554514,8163.445505842,-93.446530598,413.413335077,20.496333333
20.496333333,0,0,20.496333333,8183.941839175,-.222300841,8183.941839175,1,1,true,2,2,26624.32256803,1.329038681,8577.336255842,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,20.496333333,8183.941839175,-.222300841,8183.941839175,1,true,2,2,26624.32256803,1.329038681,8575,0,0,0,3,25,5,0,0,0,0,0,0,false,false,false,false,-9999,9999,5,0,2,0,0,0,100.000468458,1,none,0,1,0,20.496333333,0,0,1,424.338237,2377.198880216,-16899.312655802,8183.941839175,-.222300841,.048320679,0,0,1,-16899.312655802,2377.198880216,8183.941839175,-93.446530598,413.413335077,20.496333333
20.496333333,0,0,20.496333333,8204.438172509,-.222300841,8204.438172509,1,1,true,2,2,26208.107725195,1.355582602,8577.336255842,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,20.496333333,8204.438172509,-.222300841,8204.438172509,1,true,2,2,26208.107725195,1.355582602,8575,0,0,0,3,25,5,0,0,0,0,0,0,false,false,false,false,-9999,9999,5,0,2,0,0,0,100.001190296,1,none,0,2,0,20.496333333,0,0,2,424.338237,2790.612215293,-16992.7591864,8204.438172509,-.222300841,.048320679,0,0,2,-16992.7591864,2790.612215293,8204.438172509,-93.446530598,413.413335077,20.496333333
20.496333333,0,0,20.496333333,8224.934505842,-.222300841,8224.934505842,1,1,true,2,2,25808.264030807,1.382855202,8577.336255842,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,20.496333333,8224.934505842,-.222300841,8224.934505842,1,true,2,2,25808.264030807,1.382855202,8575,0,0,0,3,25,5,0,0,0,0,0,0,false,false,false,false,-9999,9999,5,0,2,0,0,0,100.002140327,1,none,0,3,0,20.496333333,0,0,3,424.338237,3204.02555037,-17086.205716999,8224.934505842,-.222300841,.048320679,0,0,3,-17086.205716999,3204.02555037,8224.934505842,-93.446530598,413.413335077,20.496333333
20.496333333,0,0,20.496333333,8245.430839175,-.222300841,8245.430839175,1,1,true,2,2,25423.128721474,1.410762862,8577.336255842,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,20.496333333,8245.430839175,-.222300841,8245.430839175,1,true,2,2,25423.128721474,1.410762862,8575,0,0,0,3,25,5,0,0,0,0,0,0,false,false,false,false,-9999,9999,5,0,2,0,0,0,100.001955608,1,none,0,4,0,20.496333333,0,0,4,424.338237,3617.438885447,-17179.652247597,8245.430839175,-.222300841,.048320679,0,0,4,-17179.652247597,3617.438885447,8245.430839175,-93.446530598,413.413335077,20.496333333
20.496333333,0,.667573943,20.496333333,8265.927172509,-.222300841,8265.927172509,1,1,true,2,2,25045.712075447,1.438995478,8577.336255842,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,20.496333333,8265.927172509,-.222300841,8265.927172509,1,true,2,2,25045.712075447,1.438995478,8575,0,0,0,3,25,5,0,0,0,0,0,0,false,false,false,false,-9999,9999,5,0,2,0,0,0,100.001285874,1,none,0,5,0,20.496333333,.667573943,0,5,424.338237,4030.852220523,-17273.098778196,8265.927172509,-.222300841,.048320679,0,0,5,-17273.098778196,4030.852220523,8265.927172509,-93.446530598,413.413335077,20.496333333
20.496333333,0,3.294482521,20.496333333,8286.423505842,-.21682935,8286.423505842,1,1,true,2,2,24672.598223589,1.461935707,8577.336255842,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,20.496333333,8286.423505842,-.21682935,8286.423505842,1,true,2,2,24672.598223589,1.461935707,8575,0,0,0,3,25,5,0,0,0,0,0,0,false,false,false,false,-9999,9999,5,0,2,0,0,0,100.000873203,1,none,0,6,0,20.496333333,3.294482521,0,6,424.338237,4444.418937803,-17365.861799113,8286.423505842,-.21682935,.048320679,.123861725,0,6,-17365.861799113,4444.418937803,8286.423505842,-91.183155697,413.918436189,20.496333333
20.496333333,0,3.294482521,20.496333333,8306.919839175,-.1883663,8306.919839175,1,1,true,2,2,24298.955446213,1.462015367,8577.336255842,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,20.496333333,8306.919839175,-.1883663,8306.919839175,1,true,2,2,24298.955446213,1.462015367,8575,0,0,0,3,25,5,0,0,0,0,0,0,false,false,false,false,-9999,9999,5,0,2,0,0,0,100.000723341,1,none,0,7,0,20.496333333,3.294482521,0,7,424.338237,4859.157647218,-17453.176134132,8306.919839175,-.1883663,.048320679,.569840754,0,7,-17453.176134132,4859.157647218,8306.919839175,-79.366431974,416.345780783,20.496333333
20.496333333,0,3.294482521,20.496333333,8327.416172509,-.134444432,8327.416172509,1,1,true,2,2,23911.456840738,1.436653665,8577.336255842,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,20.496333333,8327.416172509,-.134444432,8327.416172509,1,true,2,2,23911.456840738,1.436653665,8575,0,0,0,3,25,5,0,0,0,0,0,0,false,false,false,false,-9999,9999,5,0,2,0,0,0,100.000754962,1,none,0,8,0,20.496333333,3.294482521,0,8,424.338237,5277.207059468,-17522.707360653,8327.416172509,-.134444432,.048320679,.643999247,0,8,-17522.707360653,5277.207059468,8327.416172509,-56.811813343,420.018163375,20.496333333
