command.h_d,command.v_d,command.psi_d,sensor.dz,sensor.z,sensor.psi,sensor.h,sensor.modes,sensor.num_intruders,sensor.valid_1,sensor.id_1,sensor.modes_1,sensor.sr_1,sensor.chi_1,sensor.z_1,sensor.cvc_1,sensor.vrc_1,sensor.vsb_1,ra.ra_active,ra.alarm,ra.target_rate,ra.dh_min,ra.dh_max,ra.crossing,ra.cc,ra.vc,ra.ua,ra.da,ra.label270,ra.label270_short,ra_detailed.ra_active,ra_detailed.ownInput.dz,ra_detailed.ownInput.z,ra_detailed.ownInput.psi,ra_detailed.ownInput.h,ra_detailed.ownInput.modes,ra_detailed.intruderInput[1].valid,ra_detailed.intruderInput[1].id,ra_detailed.intruderInput[1].modes,ra_detailed.intruderInput[1].sr,ra_detailed.intruderInput[1].chi,ra_detailed.intruderInput[1].z,ra_detailed.intruderInput[1].cvc,ra_detailed.intruderInput[1].vrc,ra_detailed.intruderInput[1].vsb,ra_detailed.intruderInput[1].equipage,ra_detailed.intruderInput[1].quant,ra_detailed.intruderInput[1].sensitivity_index,ra_detailed.intruderInput[1].protection_mode,ra_detailed.ownOutput.cc,ra_detailed.ownOutput.vc,ra_detailed.ownOutput.ua,ra_detailed.ownOutput.da,ra_detailed.ownOutput.target_rate,ra_detailed.ownOutput.turn_off_aurals,ra_detailed.ownOutput.crossing,ra_detailed.ownOutput.alarm,ra_detailed.ownOutput.alert,ra_detailed.ownOutput.dh_min,ra_detailed.ownOutput.dh_max,ra_detailed.ownOutput.sensitivity_index,ra_detailed.ownOutput.ddh,ra_detailed.intruderOutput[1].id,ra_detailed.intruderOutput[1].cvc,ra_detailed.intruderOutput[1].vrc,ra_detailed.intruderOutput[1].vsb,ra_detailed.intruderOutput[1].tds,ra_detailed.intruderOutput[1].code,response.state,response.timer,response.t,response.v_d,response.h_d,response.psi_d,response.logProb,adm.t,adm.v,adm.N,adm.E,adm.h,adm.psi,adm.theta,adm.phi,adm.a,wm.t,wm.x,wm.y,wm.z,wm.vx,wm.vy,wm.vz
ft/s,ft/s^2,deg/s,ft/s,ft,rad,ft,n/a,integer,boolean,integer,n/a,ft,rad,ft,n/a,n/a,n/a,boolean,boolean,ft/s,ft/s,ft/s,boolean,n/a,n/a,n/a,n/a,text,text,boolean,ft/s,ft,rad,ft/s,integer,boolean,integer,integer,ft,rad,ft,n/a,n/a,n/a,enum,ft,integer,integer,n/a,n/a,n/a,n/a,ft/s,boolean,boolean,boolean,boolean,ft/s,ft/s,integer,ft/s^2,integer,n/a,n/a,n/a,n/a,n/a,enum,s,s,ft/s^2,ft,rad/s,float,s,ft/s,ft,ft,ft,rad,rad,rad,ft/s^2,s,ft,ft,ft,ft/s,ft/s,ft/s
0,0,0,0,2044.145015955,-.712751539,2044.145015955,2,1,true,1,1,5008.300205757,-1.397546123,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,2044.145015955,-.712751539,2044.145015955,2,true,1,1,5008.300205757,-1.397546123,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,100.041244033,1,none,0,0,0,0,0,0,0,204.4955358,5098.377506214,-1317.24747275,2044.145015955,-.712751539,0,0,0,0,-1317.24747275,5098.377506214,2044.145015955,-133.723304175,154.714259467,0
0,0,0,0,2044.145015955,-.712751539,2044.145015955,2,1,true,1,1,5041.084845709,-1.409093911,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,2044.145015955,-.712751539,2044.145015955,2,true,1,1,5041.084845709,-1.409093911,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,100.014721431,1,none,0,1,0,0,0,0,1,204.4955358,5253.091765682,-1450.970776926,2044.145015955,-.712751539,0,0,0,1,-1450.970776926,5253.091765682,2044.145015955,-133.723304175,154.714259467,0
0,0,-.93863017,0,2044.145015955,-.712751539,2044.145015955,2,1,true,1,1,5063.468377915,-1.419609601,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,2044.145015955,-.712751539,2044.145015955,2,true,1,1,5063.468377915,-1.419609601,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,100.004369889,1,none,0,2,0,0,-.93863017,0,2,204.4955358,5407.806025149,-1584.694081101,2044.145015955,-.712751539,0,0,0,2,-1584.694081101,5407.806025149,2044.145015955,-133.723304175,154.714259467,0
13.268292683,0,-.93863017,0,2044.145015955,-.724064067,2044.145015955,2,1,true,1,1,5071.846687965,-1.417877714,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,0,2044.145015955,-.724064067,2044.145015955,2,true,1,1,5071.846687965,-1.417877714,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,100.004917909,1,none,0,3,0,13.268292683,-.93863017,0,3,204.4955358,5562.011648745,-1719.001877492,2044.145015955,-.724064067,0,-.101393172,0,3,-1719.001877492,5562.011648745,2044.145015955,-135.464919876,153.191643523,0
13.268292683,0,-.93863017,9.659478575,2048.491870383,-.741529447,2048.491870383,2,1,true,1,1,5062.873986283,-1.409315529,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,9.659478575,2048.491870383,-.741529447,2048.491870383,2,true,1,1,5062.873986283,-1.409315529,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,100.014945034,1,none,0,4,0,13.268292683,-.93863017,0,4,204.4955358,5714.038441488,-1855.671697502,2048.491870383,-.741529447,.047253228,-.080084881,0,4,-1855.671697502,5714.038441488,2048.491870383,-137.965500775,150.634123729,9.659478575
13.268292683,0,-.93863017,13.268292683,2060.896158342,-.756873617,2060.896158342,2,1,true,1,1,5037.908433732,-1.402498562,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,13.268292683,2060.896158342,-.756873617,2060.896158342,2,true,1,1,5037.908433732,-1.402498562,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,100.023613534,1,none,0,5,0,13.268292683,-.93863017,0,5,204.4955358,5863.592283361,-1994.581145884,2060.896158342,-.756873617,.064928654,-.101771697,0,5,-1994.581145884,5863.592283361,2060.896158342,-140.121385289,148.352195656,13.268292683
13.268292683,0,-.93863017,13.268292683,2074.164451025,-.773199712,2074.164451025,2,1,true,1,1,5005.506297868,-1.394634145,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,13.268292683,2074.164451025,-.773199712,2074.164451025,2,true,1,1,5005.506297868,-1.394634145,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,100.035839808,1,none,0,6,0,13.268292683,-.93863017,0,6,204.4955358,6010.913404071,-2135.782944933,2074.164451025,-.773199712,.064928654,-.103952841,0,6,-2135.782944933,6010.913404071,2074.164451025,-142.524615942,146.044891804,13.268292683
13.268292683,0,-.93863017,13.268292683,2087.432743708,-.789632811,2087.432743708,2,1,true,1,1,4966.86510472,-1.386655876,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,13.268292683,2087.432743708,-.789632811,2087.432743708,2,true,1,1,4966.86510472,-1.386655876,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,100.046096398,1,none,0,7,0,13.268292683,-.93863017,0,7,204.4955358,6155.89883161,-2279.381951307,2087.432743708,-.789632811,.064928654,-.104000815,0,7,-2279.381951307,6155.89883161,2087.432743708,-144.905234471,143.683156961,13.268292683
13.268292683,0,-.93863017,13.268292683,2100.70103639,-.806068265,2100.70103639,2,1,true,1,1,4921.987042177,-1.378704669,2647.295015955,0,0,0,false,false,0,-9999,9999,false,0,0,0,0,Clear of Conflict,COC,false,13.268292683,2100.70103639,-.806068265,2100.70103639,2,true,1,1,4921.987042177,-1.378704669,2650,0,0,0,3,25,4,0,0,0,0,0,0,false,false,false,false,-9999,9999,3,0,1,0,0,0,100.052618117,1,none,0,8,0,13.268292683,-.93863017,0,8,204.4955358,6298.50476914,-2425.3442586,2100.70103639,-.806068265,.064928654,-.10400187,0,8,-2425.3442586,6298.50476914,2100.70103639,-147.247055214,141.282275259,13.268292683
