"RA_1","vert_rate_1","alt_diff_1","psi_1","intr_sr_1","intr_chi_1","intr_vrc0_1","intr_vrc1_1","intr_vrc2_1","cc1_1","cc2_1","cc3_1","vc1_1","vc2_1","vc3_1","ua1_1","ua2_1","ua3_1","da1_1","da2_1","da3_1","target_rate_1","crossing_1","alarm_1","alert_1","intr_out_vrc0_1","intr_out_vrc1_1","intr_out_vrc2_1","intr_out_tds_1","response_none_1","response_stay_1","response_follow_1","response_timer_1","response_h_d_1","response_psi_d_1","v_1","h_1","RA_2","vert_rate_2","alt_diff_2","psi_2","intr_sr_2","intr_chi_2","intr_vrc0_2","intr_vrc1_2","intr_vrc2_2","cc1_2","cc2_2","cc3_2","vc1_2","vc2_2","vc3_2","ua1_2","ua2_2","ua3_2","da1_2","da2_2","da3_2","target_rate_2","crossing_2","alarm_2","alert_2","intr_out_vrc0_2","intr_out_vrc1_2","intr_out_vrc2_2","intr_out_tds_2","response_none_2","response_stay_2","response_follow_2","response_timer_2","response_h_d_2","response_psi_d_2","v_2","h_2","converging"
false,0.0,-47.29501595500005,0.0,12315.010538548,0.597845009,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.033940768,true,false,false,0.0,0.0,0.0,299.770158,2647.295015955,false,0.0,40.62238404500022,-1.314343092,12315.010538548,-1.229404552,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.034214687,true,false,false,0.0,0.0,0.0,272.790675,2609.377615955,"true"
false,0.0,-47.29501595500005,0.0,11976.148603368,0.590450204,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.157512401,true,false,false,0.0,0.0,0.0,299.770158,2647.295015955,false,0.0,40.62238404500022,-1.314343092,11976.148603368,-1.236799357,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.158585754,true,false,false,0.0,0.0,-0.686667266,273.360486407,2609.377615955,"true"
false,0.0,-47.29501595500005,0.0,11637.196196405,0.582596406,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,true,true,false,false,400.468298873,true,false,false,0.0,0.0,0.0,299.770158,2647.295015955,false,0.0,40.62238404500022,-1.321590497,11637.196196405,-1.23740575,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,true,true,false,false,400.471180372,true,false,false,0.0,0.0,-3.462625955,273.930297814,2609.377615955,"true"
false,0.0,-47.29501595500005,0.0,11294.32248039,0.574361407,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,true,true,false,false,400.680169658,true,false,false,0.0,0.0,0.0,299.770158,2647.295015955,false,0.0,40.62238404500022,-1.358693026,11294.32248039,-1.208538221,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,true,true,false,false,400.684969393,true,false,false,0.0,0.0,-3.462625955,274.50010922,2609.377615955,"true"
false,0.0,-47.29501595500005,0.0,10938.928257561,0.566009373,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,true,true,false,false,400.875146857,true,false,false,0.0,0.0,0.0,299.770158,2647.295015955,false,0.0,40.62238404500022,-1.417981472,10938.928257561,-1.157601809,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,true,true,false,false,400.881944833,true,false,false,0.0,0.0,-3.462625955,275.069920627,2609.377615955,"true"
false,0.0,-47.29501595500005,0.0,10568.934879792,0.557657826,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,true,true,false,false,401.066966304,true,false,false,0.0,0.0,0.0,299.770158,2647.295015955,false,0.0,40.62238404500022,-1.478340255,10568.934879792,-1.105594572,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,true,true,false,false,401.075687267,true,false,false,0.0,0.0,-3.462625955,275.639732034,2609.377615955,"true"
true,0.0,-47.29501595500005,0.0,10184.528358878,0.549366032,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,25.0,false,true,false,false,false,true,1200.0,true,false,false,5.0,0.0,0.0,299.770158,2647.295015955,false,0.0,40.62238404500022,-1.538731329,10184.528358878,-1.053495293,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,true,true,false,false,401.315564199,true,false,false,0.0,0.0,-3.462625955,276.209543441,2609.377615955,"true"
true,0.0,-47.29501595500005,0.0,9786.014668925,0.541198365,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,25.0,false,false,false,false,false,true,1200.0,true,false,false,4.0,-15.569462141,0.0,299.770158,2647.295015955,true,0.0,40.62238404500022,-1.5991234,9786.014668925,-1.001270889,false,false,true,true,false,true,false,false,false,false,false,false,false,false,true,-25.0,false,true,false,false,true,false,1200.0,true,false,false,5.0,0.0,-3.462625955,276.779354848,2609.377615955,"true"
true,-9.659757472,-42.948083680999844,0.0,9373.75641832,0.53322722,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,25.0,false,false,false,false,false,true,1200.0,true,false,false,3.0,-15.569462141,0.0,299.770158,2642.948083681,true,0.0,40.62238404500022,-1.659515536,9373.75641832,-0.948849897,false,false,true,true,false,true,false,false,false,false,false,false,false,false,true,-25.0,false,false,false,false,true,false,1200.0,true,false,false,4.0,9.466316272,-3.462625955,277.349166254,2609.377615955,"true"
true,-15.569462141,-4.48694149899984,0.0,8948.516389941,0.525515877,false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,25.0,false,false,false,false,false,true,1200.0,true,false,false,2.0,-15.569462141,0.0,299.770158,2629.486941499,true,9.29823202,11.601700994000112,-1.716382511,8948.516389941,-0.899694266,false,false,true,true,false,true,false,false,false,false,false,false,false,false,true,-25.0,false,false,false,false,true,false,1200.0,true,false,false,3.0,23.765304616,-3.462625955,277.918977661,2613.398299006,"true"
