"RA_1","vert_rate_1","alt_diff_1","psi_1","intr_sr_1","intr_chi_1","intr_vrc0_1","intr_vrc1_1","intr_vrc2_1","cc1_1","cc2_1","cc3_1","vc1_1","vc2_1","vc3_1","ua1_1","ua2_1","ua3_1","da1_1","da2_1","da3_1","target_rate_1","crossing_1","alarm_1","alert_1","intr_out_vrc0_1","intr_out_vrc1_1","intr_out_vrc2_1","intr_out_tds_1","response_none_1","response_stay_1","response_follow_1","response_timer_1","response_h_d_1","response_psi_d_1","v_1","h_1","RA_2","vert_rate_2","alt_diff_2","psi_2","intr_sr_2","intr_chi_2","intr_vrc0_2","intr_vrc1_2","intr_vrc2_2","cc1_2","cc2_2","cc3_2","vc1_2","vc2_2","vc3_2","ua1_2","ua2_2","ua3_2","da1_2","da2_2","da3_2","target_rate_2","crossing_2","alarm_2","alert_2","intr_out_vrc0_2","intr_out_vrc1_2","intr_out_vrc2_2","intr_out_tds_2","response_none_2","response_stay_2","response_follow_2","response_timer_2","response_h_d_2","response_psi_d_2","v_2","h_2","converging"
false,20.496333333,411.5544941580001,-0.222300841,27058.23055662,1.303307439,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999903176,true,false,false,0.0,20.496333333,0.0,424.338237,8163.445505842,false,0.0,-402.33625584199945,-2.756740328,27058.23055662,0.696154272,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.99990322,true,false,false,0.0,0.0,0.0,430.6387944,8577.336255842,"false"
false,20.496333333,391.0581608250004,-0.222300841,26624.32256803,1.329038681,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000468458,true,false,false,0.0,20.496333333,0.0,424.338237,8183.941839175,false,0.0,-402.33625584199945,-2.756740328,26624.32256803,0.721885514,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000363203,true,false,false,0.0,0.0,0.719198823,430.6387944,8577.336255842,"false"
false,20.496333333,370.56182749099935,-0.222300841,26208.107725195,1.355582602,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.001190296,true,false,false,0.0,20.496333333,0.0,424.338237,8204.438172509,false,0.0,-377.33625584199945,-2.750904711,26208.107725195,0.742593818,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.001348516,true,false,false,0.0,0.0,0.719198823,430.6387944,8577.336255842,"false"
false,20.496333333,350.06549415799964,-0.222300841,25808.264030807,1.382855202,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.002140327,true,false,false,0.0,20.496333333,0.0,424.338237,8224.934505842,false,0.0,-352.33625584199945,-2.739648999,25808.264030807,0.758610706,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.002569832,true,false,false,0.0,0.0,3.06203732,430.6387944,8577.336255842,"false"
false,20.496333333,329.5691608249999,-0.222300841,25423.128721474,1.410762862,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.001955608,true,false,false,0.0,20.496333333,0.0,424.338237,8245.430839175,false,0.0,-327.33625584199945,-2.709653489,25423.128721474,0.756522856,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.002148522,true,false,false,0.0,0.0,3.06203732,430.6387944,8577.336255842,"false"
false,20.496333333,309.07282749099977,-0.222300841,25045.712075447,1.438995478,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.001285874,true,false,false,0.0,20.496333333,0.667573943,424.338237,8265.927172509,false,0.0,-302.33625584199945,-2.659108062,25045.712075447,0.734210046,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.001268008,true,false,false,0.0,0.0,3.06203732,430.6387944,8577.336255842,"false"
false,20.496333333,288.57649415800006,-0.21682935,24672.598223589,1.461935707,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000873203,true,false,false,0.0,20.496333333,3.294482521,424.338237,8286.423505842,false,0.0,-302.33625584199945,-2.605902163,24672.598223589,0.709415866,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000930651,true,false,false,0.0,0.0,3.06203732,430.6387944,8577.336255842,"false"
false,20.496333333,268.08016082500035,-0.1883663,24298.955446213,1.462015367,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000723341,true,false,false,0.0,20.496333333,3.294482521,424.338237,8306.919839175,false,0.0,-277.33625584199945,-2.552477897,24298.955446213,0.684534311,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000754654,true,false,false,0.0,0.0,4.287688005,430.6387944,8577.336255842,"false"
false,20.496333333,247.5838274910002,-0.134444432,23911.456840738,1.436653665,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000754962,true,false,false,0.0,20.496333333,3.294482521,424.338237,8327.416172509,false,0.0,-252.33625584199945,-2.485920828,23911.456840738,0.646537408,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000734468,true,false,false,0.0,0.0,6.881223851,430.6387944,8577.336255842,"false"
false,20.496333333,227.08749415800048,-0.077067999,23501.371271283,1.4076417,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000969169,true,false,false,0.0,20.496333333,3.294482521,424.338237,8347.912505842,false,0.0,-227.33625584199945,-2.413920405,23501.371271283,0.602901452,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.00085783,true,false,false,0.0,0.0,6.881223851,430.6387944,8577.336255842,"false"
