"RA_1","vert_rate_1","alt_diff_1","psi_1","intr_sr_1","intr_chi_1","intr_vrc0_1","intr_vrc1_1","intr_vrc2_1","cc0_1","cc1_1","cc2_1","vc0_1","vc1_1","vc2_1","ua0_1","ua1_1","ua2_1","da0_1","da1_1","da2_1","target_rate_1","crossing_1","alarm_1","alert_1","intr_out_vrc0_1","intr_out_vrc1_1","intr_out_vrc2_1","intr_out_tds_1","response_none_1","response_stay_1","response_follow_1","response_timer_1","response_h_d_1","response_psi_d_1","v_1","h_1","RA_2","vert_rate_2","alt_diff_2","psi_2","intr_sr_2","intr_chi_2","intr_vrc0_2","intr_vrc1_2","intr_vrc2_2","cc0_2","cc1_2","cc2_2","vc0_2","vc1_2","vc2_2","ua0_2","ua1_2","ua2_2","da0_2","da1_2","da2_2","target_rate_2","crossing_2","alarm_2","alert_2","intr_out_vrc0_2","intr_out_vrc1_2","intr_out_vrc2_2","intr_out_tds_2","response_none_2","response_stay_2","response_follow_2","response_timer_2","response_h_d_2","response_psi_d_2","v_2","h_2","converging","abs_alt_diff"
false,0.0,-340.5325558420009,-123.10648002632462,13355.568003768,-139.48796069384332,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.011378216,true,false,false,0.0,0.0,-4.40351,134.11630116,8765.532555842,false,0.0,338.68244415799927,162.87162698681658,13355.568003768,114.5339323062291,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.011420169,true,false,false,0.0,0.0,0.911895,333.4029486,8436.317555842,false,340.5325558420009
false,0.0,-340.5325558420009,-125.8997274863264,13595.496858041,-135.78796787436755,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999900378,true,false,false,0.0,0.0,-4.40351,134.11630116,8765.532555842,false,0.0,338.68244415799927,163.3681120477355,13595.496858041,114.9441926047841,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999900378,true,false,false,0.0,0.0,2.414249285,333.4029486,8436.317555842,false,340.5325558420009
false,0.0,-340.5325558420009,-130.29992137021654,13827.014480874,-130.52939239956092,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,-4.40351,134.11630116,8765.532555842,false,0.0,338.68244415799927,165.0730320773516,13827.014480874,114.0976542233803,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,4.008583218,333.4029486,8436.317555842,false,340.5325558420009
false,0.0,-340.5325558420009,-134.7034295857684,14040.856904715,-125.29901636044457,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,-4.40351,134.11630116,8765.532555842,false,0.0,338.68244415799927,168.40314666367314,14040.856904715,111.59440734603169,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,6.113681192,333.4029486,8436.317555842,false,340.5325558420009
false,0.0,-340.5325558420009,-139.1069395774894,14227.824179236,-120.0821414988127,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,-4.40351,134.11630116,8765.532555842,false,0.0,338.68244415799927,172.85628952546782,14227.824179236,107.95462941144365,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999899983,true,false,false,0.0,0.0,6.113681192,333.4029486,8436.317555842,false,340.5325558420009
false,0.0,-340.5325558420009,-143.51044956921044,14383.773233693,-114.87272225048996,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999900055,true,false,false,0.0,0.0,-4.40351,134.11630116,8765.532555842,false,0.0,338.68244415799927,177.38382241988907,14383.773233693,104.2330057736241,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999900055,true,false,false,0.0,0.0,6.113681192,333.4029486,8436.317555842,false,340.5325558420009
false,0.0,-340.5325558420009,-147.91395956093143,14507.720815258,-109.67014618088912,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.99990053,true,false,false,0.0,0.0,-4.40351,134.11630116,8765.532555842,false,0.0,338.68244415799927,-178.08864473269588,14507.720815258,100.50453895708264,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999900531,true,false,false,0.0,0.0,6.113681192,333.4029486,8436.317555842,false,340.5325558420009
false,0.0,-340.5325558420009,-152.31746960994826,14598.913309422,-104.47386479751296,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.99990262,true,false,false,0.0,0.0,-4.40351,134.11630116,8765.532555842,false,0.0,338.68244415799927,-173.5611118955704,14598.913309422,96.7697775116123,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999902627,true,false,false,0.0,0.0,6.113681192,333.4029486,8436.317555842,false,340.5325558420009
false,0.0,-340.5325558420009,-156.72097960166926,14656.783686616,-99.28332783169498,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999910145,true,false,false,0.0,0.0,-4.40351,134.11630116,8765.532555842,false,0.0,338.68244415799927,-169.03357900114912,14656.783686616,93.029271591288,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999910175,true,false,false,0.0,0.0,6.113681192,333.4029486,8436.317555842,false,340.5325558420009
false,0.0,-340.5325558420009,-161.12448959339028,14680.955311795,-94.09799429668504,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999931081,true,false,false,0.0,0.0,-4.40351,134.11630116,8765.532555842,false,0.0,338.68244415799927,-164.50604610672784,14680.955311795,89.28356224015563,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999931176,true,false,false,0.0,0.0,6.113681192,333.4029486,8436.317555842,false,340.5325558420009
