"RA_1","vert_rate_1","alt_diff_1","psi_1","intr_sr_1","intr_chi_1","intr_vrc0_1","intr_vrc1_1","intr_vrc2_1","cc0_1","cc1_1","cc2_1","vc0_1","vc1_1","vc2_1","ua0_1","ua1_1","ua2_1","da0_1","da1_1","da2_1","target_rate_1","crossing_1","alarm_1","alert_1","intr_out_vrc0_1","intr_out_vrc1_1","intr_out_vrc2_1","intr_out_tds_1","response_none_1","response_stay_1","response_follow_1","response_timer_1","response_h_d_1","response_psi_d_1","v_1","h_1","RA_2","vert_rate_2","alt_diff_2","psi_2","intr_sr_2","intr_chi_2","intr_vrc0_2","intr_vrc1_2","intr_vrc2_2","cc0_2","cc1_2","cc2_2","vc0_2","vc1_2","vc2_2","ua0_2","ua1_2","ua2_2","da0_2","da1_2","da2_2","target_rate_2","crossing_2","alarm_2","alert_2","intr_out_vrc0_2","intr_out_vrc1_2","intr_out_vrc2_2","intr_out_tds_2","response_none_2","response_stay_2","response_follow_2","response_timer_2","response_h_d_2","response_psi_d_2","v_2","h_2","converging","abs_alt_diff"
false,20.496333333,411.5544941580001,-12.736899971508771,27058.23055662,74.67401566270398,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.999903176,true,false,false,0.0,20.496333333,0.0,424.338237,8163.445505842,false,0.0,-402.33625584199945,-157.94958600791023,27058.23055662,39.88670167560234,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,99.99990322,true,false,false,0.0,0.0,0.0,430.6387944,8577.336255842,false,411.5544941580001
false,20.496333333,391.0581608250004,-12.736899971508771,26624.32256803,76.14830723093375,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000468458,true,false,false,0.0,20.496333333,0.0,424.338237,8183.941839175,false,0.0,-402.33625584199945,-157.94958600791023,26624.32256803,41.360993243832105,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000363203,true,false,false,0.0,0.0,0.719198823,430.6387944,8577.336255842,false,391.0581608250004
false,20.496333333,370.56182749099935,-12.736899971508771,26208.107725195,77.66916187596242,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.001190296,true,false,false,0.0,20.496333333,0.0,424.338237,8204.438172509,false,0.0,-377.33625584199945,-157.61522978295545,26208.107725195,42.54749166390599,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.001348516,true,false,false,0.0,0.0,0.719198823,430.6387944,8577.336255842,false,370.56182749099935
false,20.496333333,350.06549415799964,-12.736899971508771,25808.264030807,79.23176675231092,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.002140327,true,false,false,0.0,20.496333333,0.0,424.338237,8224.934505842,false,0.0,-352.33625584199945,-156.97032498994068,25808.264030807,43.46519174723972,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.002569832,true,false,false,0.0,0.0,3.06203732,430.6387944,8577.336255842,false,350.06549415799964
false,20.496333333,329.5691608249999,-12.736899971508771,25423.128721474,80.83075788639698,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.001955608,true,false,false,0.0,20.496333333,0.0,424.338237,8245.430839175,false,0.0,-327.33625584199945,-155.25170886259824,25423.128721474,43.34556675398333,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.002148522,true,false,false,0.0,0.0,3.06203732,430.6387944,8577.336255842,false,329.5691608249999
false,20.496333333,309.07282749099977,-12.736899971508771,25045.712075447,82.44836762781051,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.001285874,true,false,false,0.0,20.496333333,0.667573943,424.338237,8265.927172509,false,0.0,-302.33625584199945,-152.35566922181164,25045.712075447,42.067136911906026,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.001268008,true,false,false,0.0,0.0,3.06203732,430.6387944,8577.336255842,false,309.07282749099977
false,20.496333333,288.57649415800006,-12.423406629564957,24672.598223589,83.76274593057413,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000873203,true,false,false,0.0,20.496333333,3.294482521,424.338237,8286.423505842,false,0.0,-302.33625584199945,-149.30719576391232,24672.598223589,40.64653504141835,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000930651,true,false,false,0.0,0.0,3.06203732,430.6387944,8577.336255842,false,288.57649415800006
false,20.496333333,268.08016082500035,-10.792593992495117,24298.955446213,83.76731011237014,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000723341,true,false,false,0.0,20.496333333,3.294482521,424.338237,8306.919839175,false,0.0,-277.33625584199945,-146.24621079852807,24298.955446213,39.22092695219572,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000754654,true,false,false,0.0,0.0,4.287688005,430.6387944,8577.336255842,false,268.08016082500035
false,20.496333333,247.5838274910002,-7.7030985326335895,23911.456840738,82.31419162650162,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000754962,true,false,false,0.0,20.496333333,3.294482521,424.338237,8327.416172509,false,0.0,-252.33625584199945,-142.43277164806705,23911.456840738,37.04386477572775,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000734468,true,false,false,0.0,0.0,6.881223851,430.6387944,8577.336255842,false,247.5838274910002
false,20.496333333,227.08749415800048,-4.415671078218449,23501.371271283,80.65192847662038,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000969169,true,false,false,0.0,20.496333333,3.294482521,424.338237,8347.912505842,false,0.0,-227.33625584199945,-138.30745128701037,23501.371271283,34.543708661909186,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.00085783,true,false,false,0.0,0.0,6.881223851,430.6387944,8577.336255842,false,227.08749415800048
