"RA_1","vert_rate_1","alt_diff_1","psi_1","intr_sr_1","intr_chi_1","intr_vrc0_1","intr_vrc1_1","intr_vrc2_1","cc0_1","cc1_1","cc2_1","vc0_1","vc1_1","vc2_1","ua0_1","ua1_1","ua2_1","da0_1","da1_1","da2_1","target_rate_1","crossing_1","alarm_1","alert_1","intr_out_vrc0_1","intr_out_vrc1_1","intr_out_vrc2_1","intr_out_tds_1","response_none_1","response_stay_1","response_follow_1","response_timer_1","response_h_d_1","response_psi_d_1","v_1","h_1","RA_2","vert_rate_2","alt_diff_2","psi_2","intr_sr_2","intr_chi_2","intr_vrc0_2","intr_vrc1_2","intr_vrc2_2","cc0_2","cc1_2","cc2_2","vc0_2","vc1_2","vc2_2","ua0_2","ua1_2","ua2_2","da0_2","da1_2","da2_2","target_rate_2","crossing_2","alarm_2","alert_2","intr_out_vrc0_2","intr_out_vrc1_2","intr_out_vrc2_2","intr_out_tds_2","response_none_2","response_stay_2","response_follow_2","response_timer_2","response_h_d_2","response_psi_d_2","v_2","h_2","converging"
false,0.0,-497.29501595500005,"-80.87596700663022",5304.488974426,"147.55780338049175",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.04010546,true,false,false,0.0,0.0,3.204700518,307.2403608,2647.295015955,false,0.0,493.0369840449998,"-40.02952097443387",5304.488974426,"-73.28864261791195",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.040498868,true,false,false,0.0,0.0,-2.539806357,426.8901906,2156.963015955,false
false,0.0,-497.29501595500005,"-79.46357195441688",5443.12371821,"143.60413091891172",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.001962778,true,false,false,0.0,0.0,3.204700518,307.2403608,2647.295015955,false,0.0,493.0369840449998,"-41.03757449670746",5443.12371821,"-74.82186650500503",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.001987513,true,false,false,0.0,0.0,-2.539806357,423.73771776,2156.963015955,false
false,0.0,-497.29501595500005,"-76.40750210747815",5572.19521509,"138.3017947038822",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000421651,true,false,false,0.0,0.0,3.204700518,307.2403608,2647.295015955,false,0.0,493.0369840449998,"-43.340574171643894",5572.19521509,"-74.7651332554552",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000426788,true,false,false,0.0,0.0,-2.539806357,420.58524492,2156.963015955,false
false,0.0,-497.29501595500005,"-73.20950396837509",5681.131683497,"133.15865647380733",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000470832,true,false,false,0.0,0.0,3.204700518,307.2403608,2647.295015955,false,0.0,493.0369840449998,"-45.862944031067016",5681.131683497,"-74.18790342970811",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.00047668,true,false,false,0.0,8.540605876,-2.539806357,417.43277208,2156.963015955,false
false,0.0,-497.29501595500005,"-70.0050947753192",5764.744557584,"128.27675399594312",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000806024,true,false,false,0.0,0.0,3.204700518,307.2403608,2647.295015955,false,8.540600449,488.7080483599998,"-48.627025017211906",5764.744557584,"-73.10131567107575",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.000897871,true,false,false,0.0,33.049233581,-2.539806357,414.28029924,2161.29195164,false
false,0.0,-472.29501595500005,"-66.80040689559175",5821.318555024,"123.626914207418",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.0020947,true,false,false,0.0,0.0,3.204700518,307.2403608,2647.295015955,false,18.192779369,475.82393478099993,"-51.26002592219813",5821.318555024,"-71.91346678947875",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.002037332,true,false,false,0.0,33.049233581,-2.539806357,411.1278264,2174.176065219,false
false,0.0,-447.29501595500005,"-63.595706926454824",5849.660445372,"119.18224779783603",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.005854792,true,false,false,0.0,0.0,3.204700518,307.2403608,2647.295015955,false,27.844552171,453.2878232329999,"-53.82104230056484",5849.660445372,"-70.5924167369655",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.005603424,true,false,false,0.0,33.049233581,-2.539806357,407.97535356,2196.712176767,false
false,0.0,-422.29501595500005,"-60.391006384360104",5849.260718792,"114.9196949921124",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.015526534,true,false,false,0.0,0.0,3.204700518,307.2403608,2647.295015955,false,33.049213487,421.91371507199983,"-56.18902862479418",5849.260718792,"-69.28228279095667",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.015564937,true,false,false,0.0,33.049233581,-2.539806357,404.82288072,2228.086284928,false
false,0.0,-397.29501595500005,"-57.18630589956116",5820.799626323,"110.8125339554146",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.052827218,true,false,false,0.0,0.0,3.204700518,307.2403608,2647.295015955,false,33.04921317,388.86450172700006,"-58.652899034968215",5820.799626323,"-67.7208728753857",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.047881765,true,false,false,0.0,33.049233581,-2.539806357,401.67040788,2261.135498273,true
false,0.0,-347.29501595500005,"-53.98160535746644",5762.646239076,"106.84903429361985",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.102914402,true,false,false,0.0,0.0,3.204700518,307.2403608,2647.295015955,false,33.049212845,355.8152887030001,"-61.203467699828046",5762.646239076,"-65.92910338752166",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.097388682,true,false,false,0.0,33.049233581,-2.539806357,398.51793504,2294.184711297,true
false,0.0,-322.29501595500005,"-50.7769048726675",5674.198086734,"103.01920923776746",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,true,true,false,false,400.170227287,true,false,false,0.0,0.0,3.204700518,307.2403608,2647.295015955,false,33.049212512,322.7660760079998,"-63.76263863843243",5674.198086734,"-63.995056962674965",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,true,true,false,false,400.17241112,true,false,false,0.0,33.049233581,-2.539806357,395.3654622,2327.233923992,true
false,0.0,-297.29501595500005,"-47.57220433057278",5555.294529791,"99.31560105460444",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,true,true,false,false,400.292111956,true,false,false,0.0,0.0,3.204700518,307.2403608,2647.295015955,false,33.04921217,289.71686364900006,"-66.32273226827007",5555.294529791,"-61.9338710312014",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,true,true,false,false,400.314129398,true,false,false,0.0,33.049233581,-2.539806357,392.21298936,2360.283136351,true
false,0.0,-247.29501595500005,"-44.36750384577385",5405.990892465,"95.73398418039169",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,true,true,false,false,400.506365987,true,false,false,0.0,-13.080921807,3.204700518,307.2403608,2647.295015955,false,33.049211821,256.66765163499986,"-68.88302305288504",5405.990892465,"-59.75049657870446",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,true,true,false,false,400.660353058,true,false,false,0.0,33.049233581,-2.539806357,389.06051652,2393.332348365,true
false,-9.659769127,-217.94808042700015,"-41.58771384657673",5227.761428104,"92.69702390831506",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,true,true,false,false,400.855991209,true,false,false,0.0,-13.080921807,3.204700518,307.2403608,2642.948080427,true,33.049211463,223.618439975,"-71.44344470106041",5227.761428104,"-57.447245260704406",true,false,false,true,false,true,false,false,false,false,false,false,false,true,false,0.0,false,true,false,false,true,false,1200.0,true,false,false,5.0,33.049233581,-0.981216064,385.90804368,2426.381560025,true
true,-13.080921807,-180.6560530900001,"-38.01852820846183",5021.169633349,"88.98197175263098",false,true,false,true,false,false,false,false,false,false,false,true,false,false,false,25.0,false,true,false,false,false,true,1200.0,true,false,false,5.0,-13.080921807,3.204700518,307.2403608,2630.65605309,true,33.049211096,165.56922867699996,"-73.15155473049666",5021.169633349,"-55.885001748837304",false,false,true,true,false,true,false,false,false,false,false,false,false,true,false,0.0,false,false,false,false,true,false,1200.0,true,false,false,4.0,33.049233581,-0.614211958,382.75557084,2459.430771323,true
