"RA_1","vert_rate_1","alt_diff_1","psi_1","intr_sr_1","intr_chi_1","intr_vrc0_1","intr_vrc1_1","intr_vrc2_1","cc0_1","cc1_1","cc2_1","vc0_1","vc1_1","vc2_1","ua0_1","ua1_1","ua2_1","da0_1","da1_1","da2_1","target_rate_1","crossing_1","alarm_1","alert_1","intr_out_vrc0_1","intr_out_vrc1_1","intr_out_vrc2_1","intr_out_tds_1","response_none_1","response_stay_1","response_follow_1","response_timer_1","response_h_d_1","response_psi_d_1","v_1","h_1","RA_2","vert_rate_2","alt_diff_2","psi_2","intr_sr_2","intr_chi_2","intr_vrc0_2","intr_vrc1_2","intr_vrc2_2","cc0_2","cc1_2","cc2_2","vc0_2","vc1_2","vc2_2","ua0_2","ua1_2","ua2_2","da0_2","da1_2","da2_2","target_rate_2","crossing_2","alarm_2","alert_2","intr_out_vrc0_2","intr_out_vrc1_2","intr_out_vrc2_2","intr_out_tds_2","response_none_2","response_stay_2","response_follow_2","response_timer_2","response_h_d_2","response_psi_d_2","v_2","h_2","converging","abs_alt_diff"
false,0.0,-597.295015955,-56.96802897584337,5008.300205757,116.05687945042136,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.041400836,true,false,false,0.0,0.0,5.232838959,158.91160218,2647.295015955,false,0.0,605.854984045,-40.837655026154096,5008.300205757,-80.07349452277103,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.041244033,true,false,false,0.0,0.0,0.0,204.4955358,2044.145015955,false,597.295015955
false,0.0,-597.295015955,-54.23860064903534,5041.084845709,112.66581155120573,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.015041918,true,false,false,0.0,0.0,5.232838959,158.91160218,2647.295015955,false,0.0,605.854984045,-40.837655026154096,5041.084845709,-80.73513403788284,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.014721431,true,false,false,0.0,0.0,0.0,204.4955358,2044.145015955,false,597.295015955
false,0.0,-597.295015955,-49.029124735186656,5063.468377915,106.85383103898491,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.004495013,true,false,false,0.0,0.0,5.232838959,158.91160218,2647.295015955,false,0.0,605.854984045,-40.837655026154096,5063.468377915,-81.33763869355077,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.004369889,true,false,false,0.0,0.0,-0.93863017,204.4955358,2044.145015955,false,597.295015955
false,0.0,-597.295015955,-43.796315115131264,5071.846687965,101.07209112459952,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.005065217,true,false,false,0.0,0.0,5.232838959,158.91160218,2647.295015955,false,0.0,605.854984045,-41.48581513617767,5071.846687965,-81.2384088778572,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.004917909,true,false,false,0.0,13.268292683,-0.93863017,204.4955358,2044.145015955,false,597.295015955
false,0.0,-597.295015955,-38.56347621693255,5062.873986283,95.32913672871884,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.013877607,true,false,false,0.0,0.0,1.207503347,158.91160218,2647.295015955,false,9.659478575,601.5081296170001,-42.486507697769866,5062.873986283,-80.74783181394697,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.014945034,true,false,false,0.0,13.268292683,-0.93863017,204.4955358,2048.491870383,true,597.295015955
false,0.0,-597.295015955,-35.86162457798728,5037.908433732,92.13871234682226,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.01624857,true,false,false,0.0,0.0,1.207503347,158.91160218,2647.295015955,false,13.268292683,589.103841658,-43.36566387890112,5037.908433732,-80.35724837576701,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.023613534,true,false,false,0.0,13.268292683,-0.93863017,204.4955358,2060.896158342,true,597.295015955
false,0.0,-572.295015955,-34.64112455051916,5005.506297868,90.43339388235543,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.029220428,true,false,false,0.0,0.0,1.207503347,158.91160218,2647.295015955,false,13.268292683,575.8355489750002,-44.30108021833075,5005.506297868,-79.90665047333607,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.035839808,true,false,false,0.0,13.268292683,-0.93863017,204.4955358,2074.164451025,true,572.295015955
false,0.0,-572.295015955,-33.43355440431797,4966.86510472,88.74139760335788,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.034634284,true,false,false,0.0,0.0,1.207503347,158.91160218,2647.295015955,false,13.268292683,562.5672562919999,-45.24262743535141,4966.86510472,-79.44952933181602,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.046096398,true,false,false,0.0,13.268292683,-0.93863017,204.4955358,2087.432743708,true,572.295015955
false,0.0,-547.295015955,-32.22605072122102,4921.987042177,87.04778248940596,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.053116436,true,false,false,0.0,0.0,1.207503347,158.91160218,2647.295015955,false,13.268292683,549.2989636100001,-46.18430958393281,4921.987042177,-78.99395872868115,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.052618117,true,false,false,0.0,13.268292683,-0.93863017,204.4955358,2100.70103639,true,547.295015955
false,0.0,-522.295015955,-31.01854738189874,4870.878152664,85.35031383321132,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.08215709,true,false,false,0.0,-13.950929234,1.207503347,158.91160218,2647.295015955,false,13.268292683,536.0306709269998,-47.125994654598976,4870.878152664,-78.54223891759156,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0.0,false,false,false,true,false,false,100.057346088,true,false,false,0.0,13.268292683,-0.93863017,204.4955358,2113.969329073,true,522.295015955
